n,accept_boundary,reject_boundary,accept_boundary_rate,reject_boundary_rate
324,19.0,53.0,0.05864197530864197,0.16358024691358025
325,19.0,53.0,0.05846153846153846,0.16307692307692306
326,19.0,53.0,0.05828220858895705,0.16257668711656442
327,19.0,53.0,0.0581039755351682,0.1620795107033639
328,19.0,53.0,0.057926829268292686,0.16158536585365854
329,19.0,54.0,0.057750759878419454,0.1641337386018237
330,19.0,54.0,0.05757575757575758,0.16363636363636364
331,19.0,54.0,0.05740181268882175,0.16314199395770393
332,19.0,54.0,0.0572289156626506,0.16265060240963855
333,19.0,54.0,0.057057057057057055,0.16216216216216217
334,20.0,54.0,0.059880239520958084,0.16167664670658682
335,20.0,54.0,0.05970149253731343,0.16119402985074627
336,20.0,54.0,0.05952380952380952,0.16071428571428573
337,20.0,55.0,0.05934718100890208,0.1632047477744807
338,20.0,55.0,0.05917159763313609,0.16272189349112426
339,20.0,55.0,0.058997050147492625,0.16224188790560473
340,20.0,55.0,0.058823529411764705,0.16176470588235295
341,20.0,55.0,0.05865102639296188,0.16129032258064516
342,20.0,55.0,0.05847953216374269,0.1608187134502924
343,20.0,55.0,0.05830903790087463,0.16034985422740525
344,20.0,55.0,0.05813953488372093,0.15988372093023256
345,20.0,56.0,0.057971014492753624,0.16231884057971013
346,20.0,56.0,0.057803468208092484,0.16184971098265896
347,21.0,56.0,0.06051873198847262,0.16138328530259366
348,21.0,56.0,0.0603448275862069,0.16091954022988506
349,21.0,56.0,0.06017191977077364,0.16045845272206305
350,21.0,56.0,0.06,0.16
351,21.0,56.0,0.05982905982905983,0.15954415954415954
352,21.0,57.0,0.05965909090909091,0.16193181818181818
353,21.0,57.0,0.059490084985835696,0.16147308781869688
354,21.0,57.0,0.059322033898305086,0.16101694915254236
355,21.0,57.0,0.059154929577464786,0.16056338028169015
356,21.0,57.0,0.05898876404494382,0.1601123595505618
357,21.0,57.0,0.058823529411764705,0.15966386554621848
358,21.0,57.0,0.05865921787709497,0.15921787709497207
359,21.0,57.0,0.0584958217270195,0.15877437325905291
360,22.0,58.0,0.06111111111111111,0.16111111111111112
361,22.0,58.0,0.060941828254847646,0.16066481994459833
362,22.0,58.0,0.06077348066298342,0.16022099447513813
363,22.0,58.0,0.06060606060606061,0.15977961432506887
364,22.0,58.0,0.06043956043956044,0.15934065934065933
365,22.0,58.0,0.06027397260273973,0.1589041095890411
366,22.0,58.0,0.060109289617486336,0.15846994535519127
367,22.0,58.0,0.05994550408719346,0.15803814713896458
368,22.0,59.0,0.059782608695652176,0.16032608695652173
369,22.0,59.0,0.05962059620596206,0.15989159891598917
370,22.0,59.0,0.05945945945945946,0.15945945945945947
371,22.0,59.0,0.05929919137466307,0.15902964959568733
372,22.0,59.0,0.05913978494623656,0.1586021505376344
373,23.0,59.0,0.06166219839142091,0.1581769436997319
374,23.0,59.0,0.06149732620320856,0.15775401069518716
375,23.0,60.0,0.06133333333333333,0.16
376,23.0,60.0,0.061170212765957445,0.1595744680851064
377,23.0,60.0,0.0610079575596817,0.15915119363395225
378,23.0,60.0,0.06084656084656084,0.15873015873015872
379,23.0,60.0,0.06068601583113457,0.158311345646438
380,23.0,60.0,0.060526315789473685,0.15789473684210525
381,23.0,60.0,0.06036745406824147,0.15748031496062992
382,23.0,60.0,0.060209424083769635,0.15706806282722513
383,23.0,61.0,0.06005221932114883,0.15926892950391644
384,23.0,61.0,0.059895833333333336,0.15885416666666666
385,23.0,61.0,0.05974025974025974,0.15844155844155844
386,24.0,61.0,0.06217616580310881,0.15803108808290156
387,24.0,61.0,0.06201550387596899,0.15762273901808785
388,24.0,61.0,0.061855670103092786,0.15721649484536082
389,24.0,61.0,0.061696658097686374,0.15681233933161953
390,24.0,61.0,0.06153846153846154,0.1564102564102564
391,24.0,62.0,0.061381074168797956,0.1585677749360614
392,24.0,62.0,0.061224489795918366,0.15816326530612246
393,24.0,62.0,0.061068702290076333,0.15776081424936386
394,24.0,62.0,0.06091370558375635,0.15736040609137056
395,24.0,62.0,0.060759493670886074,0.1569620253164557
396,24.0,62.0,0.06060606060606061,0.15656565656565657
397,24.0,62.0,0.060453400503778336,0.1561712846347607
398,24.0,62.0,0.06030150753768844,0.15577889447236182
399,25.0,63.0,0.06265664160401002,0.15789473684210525
400,25.0,63.0,0.0625,0.1575
401,25.0,63.0,0.06234413965087282,0.1571072319201995
402,25.0,63.0,0.06218905472636816,0.15671641791044777
403,25.0,63.0,0.062034739454094295,0.15632754342431762
404,25.0,63.0,0.06188118811881188,0.15594059405940594
405,25.0,63.0,0.06172839506172839,0.15555555555555556
406,25.0,64.0,0.06157635467980296,0.15763546798029557
407,25.0,64.0,0.06142506142506143,0.15724815724815724
408,25.0,64.0,0.061274509803921566,0.1568627450980392
409,25.0,64.0,0.061124694376528114,0.15647921760391198
410,25.0,64.0,0.06097560975609756,0.15609756097560976
411,25.0,64.0,0.06082725060827251,0.15571776155717762
412,26.0,64.0,0.06310679611650485,0.1553398058252427
413,26.0,64.0,0.06295399515738499,0.1549636803874092
414,26.0,65.0,0.06280193236714976,0.1570048309178744
415,26.0,65.0,0.06265060240963856,0.1566265060240964
416,26.0,65.0,0.0625,0.15625
417,26.0,65.0,0.06235011990407674,0.15587529976019185
418,26.0,65.0,0.06220095693779904,0.15550239234449761
419,26.0,65.0,0.06205250596658711,0.15513126491646778
420,26.0,65.0,0.06190476190476191,0.15476190476190477
421,26.0,65.0,0.06175771971496437,0.1543942992874109
422,26.0,66.0,0.061611374407582936,0.15639810426540285
423,26.0,66.0,0.061465721040189124,0.15602836879432624
424,27.0,66.0,0.06367924528301887,0.15566037735849056
425,27.0,66.0,0.06352941176470588,0.15529411764705883
426,27.0,66.0,0.06338028169014084,0.15492957746478872
427,27.0,66.0,0.06323185011709602,0.15456674473067916
428,27.0,66.0,0.0630841121495327,0.1542056074766355
429,27.0,66.0,0.06293706293706294,0.15384615384615385
430,27.0,67.0,0.06279069767441861,0.1558139534883721
431,27.0,67.0,0.06264501160092807,0.1554524361948956
432,27.0,67.0,0.0625,0.1550925925925926
433,27.0,67.0,0.06235565819861432,0.15473441108545036
434,27.0,67.0,0.06221198156682028,0.1543778801843318
435,27.0,67.0,0.06206896551724138,0.15402298850574714
436,27.0,67.0,0.06192660550458716,0.1536697247706422
437,28.0,67.0,0.06407322654462243,0.15331807780320367
438,28.0,68.0,0.0639269406392694,0.1552511415525114
439,28.0,68.0,0.06378132118451026,0.1548974943052392
440,28.0,68.0,0.06363636363636363,0.15454545454545454
441,28.0,68.0,0.06349206349206349,0.15419501133786848
442,28.0,68.0,0.06334841628959276,0.15384615384615385
443,28.0,68.0,0.06320541760722348,0.15349887133182843
444,28.0,68.0,0.06306306306306306,0.15315315315315314
445,28.0,69.0,0.06292134831460675,0.1550561797752809
446,28.0,69.0,0.06278026905829596,0.1547085201793722
447,28.0,69.0,0.06263982102908278,0.15436241610738255
448,28.0,69.0,0.0625,0.15401785714285715
449,28.0,69.0,0.062360801781737196,0.15367483296213807
450,29.0,69.0,0.06444444444444444,0.15333333333333332
451,29.0,69.0,0.06430155210643015,0.15299334811529933
452,29.0,69.0,0.06415929203539823,0.15265486725663716
453,29.0,70.0,0.0640176600441501,0.1545253863134658
454,29.0,70.0,0.06387665198237885,0.15418502202643172
455,29.0,70.0,0.06373626373626373,0.15384615384615385
456,29.0,70.0,0.06359649122807018,0.15350877192982457
457,29.0,70.0,0.06345733041575492,0.15317286652078774
458,29.0,70.0,0.06331877729257641,0.15283842794759825
459,29.0,70.0,0.06318082788671024,0.15250544662309368
460,29.0,70.0,0.06304347826086956,0.15217391304347827
461,29.0,71.0,0.06290672451193059,0.1540130151843818
462,30.0,71.0,0.06493506493506493,0.15367965367965367
463,30.0,71.0,0.06479481641468683,0.15334773218142547
464,30.0,71.0,0.06465517241379311,0.15301724137931033
465,30.0,71.0,0.06451612903225806,0.15268817204301074
466,30.0,71.0,0.06437768240343347,0.15236051502145923
467,30.0,71.0,0.06423982869379015,0.15203426124197003
468,30.0,71.0,0.0641025641025641,0.1517094017094017
469,30.0,72.0,0.06396588486140725,0.1535181236673774
470,30.0,72.0,0.06382978723404255,0.15319148936170213
471,30.0,72.0,0.06369426751592357,0.15286624203821655
472,30.0,72.0,0.0635593220338983,0.15254237288135594
473,30.0,72.0,0.06342494714587738,0.1522198731501057
474,30.0,72.0,0.06329113924050633,0.1518987341772152
475,31.0,72.0,0.06526315789473684,0.15157894736842106
476,31.0,72.0,0.06512605042016807,0.15126050420168066
477,31.0,73.0,0.0649895178197065,0.1530398322851153
478,31.0,73.0,0.06485355648535565,0.15271966527196654
479,31.0,73.0,0.06471816283924843,0.1524008350730689
480,31.0,73.0,0.06458333333333334,0.15208333333333332
481,31.0,73.0,0.06444906444906445,0.15176715176715178
482,31.0,73.0,0.06431535269709543,0.15145228215767634
483,31.0,73.0,0.06418219461697723,0.15113871635610765
484,31.0,73.0,0.0640495867768595,0.15082644628099173
485,31.0,74.0,0.06391752577319587,0.15257731958762888
486,31.0,74.0,0.06378600823045268,0.1522633744855967
487,32.0,74.0,0.06570841889117043,0.15195071868583163
488,32.0,74.0,0.06557377049180328,0.15163934426229508
489,32.0,74.0,0.065439672801636,0.15132924335378323
490,32.0,74.0,0.0653061224489796,0.1510204081632653
491,32.0,74.0,0.06517311608961303,0.15071283095723015
492,32.0,74.0,0.06504065040650407,0.15040650406504066
493,32.0,75.0,0.06490872210953347,0.15212981744421908
494,32.0,75.0,0.06477732793522267,0.15182186234817813
495,32.0,75.0,0.06464646464646465,0.15151515151515152
496,32.0,75.0,0.06451612903225806,0.15120967741935484
497,32.0,75.0,0.06438631790744467,0.15090543259557343
498,32.0,75.0,0.0642570281124498,0.15060240963855423
499,32.0,75.0,0.06412825651302605,0.15030060120240482
500,33.0,75.0,0.066,0.15
501,33.0,76.0,0.0658682634730539,0.15169660678642716
502,33.0,76.0,0.06573705179282868,0.15139442231075698
503,33.0,76.0,0.06560636182902585,0.15109343936381708
504,33.0,76.0,0.06547619047619048,0.15079365079365079
505,33.0,76.0,0.06534653465346535,0.1504950495049505
506,33.0,76.0,0.06521739130434782,0.15019762845849802
507,33.0,76.0,0.0650887573964497,0.14990138067061143
508,33.0,76.0,0.06496062992125984,0.14960629921259844
509,33.0,77.0,0.06483300589390963,0.1512770137524558
510,33.0,77.0,0.06470588235294118,0.15098039215686274
511,33.0,77.0,0.06457925636007827,0.1506849315068493
512,34.0,77.0,0.06640625,0.150390625
513,34.0,77.0,0.06627680311890838,0.15009746588693956
514,34.0,77.0,0.06614785992217899,0.14980544747081712
515,34.0,77.0,0.06601941747572816,0.14951456310679612
516,34.0,77.0,0.06589147286821706,0.14922480620155038
517,34.0,78.0,0.06576402321083172,0.15087040618955513
518,34.0,78.0,0.06563706563706563,0.15057915057915058
519,34.0,78.0,0.06551059730250482,0.15028901734104047
520,34.0,78.0,0.06538461538461539,0.15
521,34.0,78.0,0.06525911708253358,0.14971209213051823
522,34.0,78.0,0.06513409961685823,0.14942528735632185
523,34.0,78.0,0.06500956022944551,0.1491395793499044
524,34.0,78.0,0.0648854961832061,0.14885496183206107
525,35.0,79.0,0.06666666666666667,0.15047619047619049
