scenario_id,p2,replacement_loss,best_policy4,best_policy6,best_profit,profit_gap
1,0.060000000000000005,18.0,1001,100101,18.568685579196213,0.43333333333333
1,0.060000000000000005,18.8,1001,100101,18.431796690307323,0.2964444444444396
1,0.060000000000000005,19.6,1001,100101,18.29490780141844,0.15955555555555634
1,0.060000000000000005,20.4,1001,100101,18.15801891252955,0.022666666666665947
1,0.060000000000000005,21.200000000000003,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,22.0,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,22.8,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,23.6,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,24.400000000000002,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,25.200000000000003,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,26.0,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,26.8,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,27.6,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,28.400000000000002,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,29.200000000000003,1011,101101,18.135352245862883,0.04700000000000415
1,0.060000000000000005,30.0,1011,101101,18.135352245862883,0.04700000000000415
1,0.065,6.0,1001,100101,20.404051396316106,0.3272499999999994
1,0.065,6.8,1001,100101,20.263162507427218,0.4020500000000098
1,0.065,7.6,1001,100101,20.12227361853833,0.4768499999999989
1,0.065,8.4,1001,100101,19.981384729649434,0.5516500000000022
1,0.065,9.2,1001,100101,19.84049584076056,0.6264500000000126
1,0.065,10.0,1001,100101,19.699606951871665,0.7012500000000088
1,0.065,10.8,1001,100101,19.55871806298277,0.7760499999999979
1,0.065,11.600000000000001,1001,100101,19.41782917409389,0.8508500000000083
1,0.065,12.4,1001,100101,19.276940285204994,0.9256500000000045
1,0.065,13.2,1001,100101,19.136051396316105,0.9515000000000029
1,0.065,14.0,1001,100101,18.995162507427217,0.8995000000000033
1,0.065,14.8,1001,100101,18.85427361853833,0.8474999999999966
1,0.065,15.600000000000001,1001,100101,18.71338472964944,0.7809999999999988
1,0.065,16.4,1001,100101,18.572495840760553,0.6401111111111106
1,0.065,17.200000000000003,1001,100101,18.431606951871665,0.49922222222222246
1,0.065,18.0,1001,100101,18.29071806298277,0.3583333333333272
1,0.065,18.8,1001,100101,18.149829174093888,0.2174444444444461
1,0.065,19.6,1001,100101,18.008940285205,0.07655555555555793
1,0.065,20.4,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,21.200000000000003,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,22.0,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,22.8,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,23.6,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,24.400000000000002,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,25.200000000000003,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,26.0,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,26.8,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,27.6,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,28.400000000000002,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,29.200000000000003,1011,101101,17.932384729649442,0.04675000000001006
1,0.065,30.0,1011,101101,17.932384729649442,0.04675000000001006
1,0.07,6.0,1001,100101,20.18479928315412,0.32550000000000523
1,0.07,6.8,1001,100101,20.039910394265235,0.39989999999999526
1,0.07,7.6,1001,100101,19.89502150537634,0.4742999999999995
1,0.07,8.4,1001,100101,19.750132616487463,0.5487000000000108
1,0.07,9.2,1001,100101,19.60524372759857,0.6231000000000009
1,0.07,10.0,1001,100101,19.460354838709677,0.697499999999998
1,0.07,10.8,1001,100101,19.315465949820798,0.7719000000000236
1,0.07,11.600000000000001,1001,100101,19.170577060931905,0.8463000000000065
1,0.07,12.4,1001,100101,19.02568817204301,0.8730000000000047
1,0.07,13.2,1001,100101,18.880799283154126,0.8170000000000073
1,0.07,14.0,1001,100101,18.735910394265233,0.7610000000000028
1,0.07,14.8,1001,100101,18.591021505376347,0.7049999999999983
1,0.07,15.600000000000001,1001,100101,18.44613261648746,0.649000000000008
1,0.07,16.4,1001,100101,18.301243727598568,0.5731111111111105
1,0.07,17.200000000000003,1001,100101,18.15635483870968,0.4282222222222245
1,0.07,18.0,1001,100101,18.01146594982079,0.28333333333333144
1,0.07,18.8,1001,100101,17.866577060931903,0.13844444444444548
1,0.07,19.6,1011,101101,17.728132616487457,0.006444444444440478
1,0.07,20.4,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,21.200000000000003,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,22.0,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,22.8,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,23.6,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,24.400000000000002,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,25.200000000000003,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,26.0,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,26.8,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,27.6,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,28.400000000000002,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,29.200000000000003,1011,101101,17.728132616487457,0.04650000000000887
1,0.07,30.0,1011,101101,17.728132616487457,0.04650000000000887
1,0.07500000000000001,6.0,1001,100101,19.964241741741738,0.3237499999999969
1,0.07500000000000001,6.8,1001,100101,19.815352852852847,0.39774999999999494
1,0.07500000000000001,7.6,1001,100101,19.66646396396397,0.4717500000000143
1,0.07500000000000001,8.4,1001,100101,19.51757507507508,0.5457500000000053
1,0.07500000000000001,9.2,1001,100101,19.368686186186196,0.6197500000000105
1,0.07500000000000001,10.0,1001,100101,19.219797297297305,0.6937500000000085
1,0.07500000000000001,10.8,1001,100101,19.070908408408414,0.7677500000000137
1,0.07500000000000001,11.600000000000001,1001,100101,18.922019519519523,0.8024999999999949
1,0.07500000000000001,12.4,1001,100101,18.77313063063064,0.7425000000000068
1,0.07500000000000001,13.2,1001,100101,18.62424174174175,0.6825000000000045
1,0.07500000000000001,14.0,1001,100101,18.475352852852858,0.6225000000000023
1,0.07500000000000001,14.8,1001,100101,18.326463963963967,0.5624999999999929
1,0.07500000000000001,15.600000000000001,1001,100101,18.177575075075076,0.5024999999999977
1,0.07500000000000001,16.4,1001,100101,18.028686186186185,0.44249999999999545
1,0.07500000000000001,17.200000000000003,1001,100101,17.8797972972973,0.35722222222221944
1,0.07500000000000001,18.0,1001,100101,17.730908408408418,0.2083333333333357
1,0.07500000000000001,18.8,1001,100101,17.582019519519527,0.059444444444444855
1,0.07500000000000001,19.6,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,20.4,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,21.200000000000003,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,22.0,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,22.8,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,23.6,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,24.400000000000002,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,25.200000000000003,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,26.0,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,26.8,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,27.6,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,28.400000000000002,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,29.200000000000003,1011,101101,17.522575075075082,0.04625000000001478
1,0.07500000000000001,30.0,1011,101101,17.522575075075082,0.04625000000001478
1,0.08000000000000002,6.0,1001,100101,19.742357487922703,0.32200000000000273
1,0.08000000000000002,6.8,1001,100101,19.589468599033815,0.39560000000000173
1,0.08000000000000002,7.6,1001,100101,19.436579710144933,0.46920000000000783
1,0.08000000000000002,8.4,1001,100101,19.283690821256037,0.5428000000000068
1,0.08000000000000002,9.2,1001,100101,19.130801932367156,0.6164000000000058
1,0.08000000000000002,10.0,1001,100101,18.97791304347826,0.6900000000000048
1,0.08000000000000002,10.8,1001,100101,18.82502415458938,0.740000000000002
1,0.08000000000000002,11.600000000000001,1001,100101,18.672135265700476,0.6759999999999877
1,0.08000000000000002,12.4,1001,100101,18.519246376811594,0.6120000000000019
1,0.08000000000000002,13.2,1001,100101,18.3663574879227,0.5479999999999947
1,0.08000000000000002,14.0,1001,100101,18.213468599033817,0.48400000000000176
1,0.08000000000000002,14.8,1001,100101,18.060579710144935,0.4200000000000017
1,0.08000000000000002,15.600000000000001,1001,100101,17.90769082125604,0.35600000000000165
1,0.08000000000000002,16.4,1001,100101,17.754801932367158,0.2920000000000087
1,0.08000000000000002,17.200000000000003,1001,100101,17.601913043478255,0.22799999999999443
1,0.08000000000000002,18.0,1001,100101,17.44902415458938,0.13333333333333997
1,0.08000000000000002,18.8,1011,101101,17.31569082125604,0.019555555555562876
1,0.08000000000000002,19.6,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,20.4,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,21.200000000000003,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,22.0,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,22.8,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,23.6,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,24.400000000000002,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,25.200000000000003,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,26.0,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,26.8,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,27.6,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,28.400000000000002,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,29.200000000000003,1011,101101,17.31569082125604,0.04600000000000648
1,0.08000000000000002,30.0,1011,101101,17.31569082125604,0.04600000000000648
1,0.085,6.0,1001,100101,19.519124772313305,0.3202500000000086
1,0.085,6.8,1001,100101,19.362235883424418,0.3934500000000156
1,0.085,7.6,1001,100101,19.205346994535525,0.46665000000000845
1,0.085,8.4,1001,100101,19.048458105646638,0.5398500000000084
1,0.085,9.2,1001,100101,18.891569216757738,0.6130499999999941
1,0.085,10.0,1001,100101,18.73468032786885,0.6854999999999976
1,0.085,10.8,1001,100101,18.577791438979972,0.6174999999999997
1,0.085,11.600000000000001,1001,100101,18.42090255009108,0.5495000000000019
1,0.085,12.4,1001,100101,18.264013661202185,0.48149999999999693
1,0.085,13.2,1001,100101,18.1071247723133,0.4134999999999991
1,0.085,14.0,1001,100101,17.950235883424412,0.34550000000000125
1,0.085,14.8,1001,100101,17.79334699453552,0.2774999999999963
1,0.085,15.600000000000001,1001,100101,17.636458105646632,0.20949999999999847
1,0.085,16.4,1001,100101,17.479569216757746,0.14150000000000063
1,0.085,17.200000000000003,1001,100101,17.322680327868852,0.07349999999999568
1,0.085,18.0,1001,100101,17.165791438979966,0.00549999999999784
1,0.085,18.8,1011,101101,17.107458105646636,0.036055555555556396
1,0.085,19.6,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,20.4,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,21.200000000000003,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,22.0,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,22.8,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,23.6,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,24.400000000000002,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,25.200000000000003,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,26.0,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,26.8,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,27.6,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,28.400000000000002,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,29.200000000000003,1011,101101,17.107458105646636,0.04574999999999818
1,0.085,30.0,1011,101101,17.107458105646636,0.04574999999999818
1,0.09000000000000001,6.0,1001,100101,19.29452136752137,0.3185000000000002
1,0.09000000000000001,6.8,1001,100101,19.133632478632485,0.3913000000000082
1,0.09000000000000001,7.6,1001,100101,18.972743589743594,0.46410000000000196
1,0.09000000000000001,8.4,1001,100101,18.811854700854695,0.5368999999999957
1,0.09000000000000001,9.2,1001,100101,18.65096581196582,0.6097000000000037
1,0.09000000000000001,10.0,1001,100101,18.49007692307692,0.5670000000000002
1,0.09000000000000001,10.8,1001,100101,18.329188034188036,0.49499999999999744
1,0.09000000000000001,11.600000000000001,1001,100101,18.168299145299144,0.4230000000000018
1,0.09000000000000001,12.4,1001,100101,18.00741025641026,0.3510000000000062
1,0.09000000000000001,13.2,1001,100101,17.846521367521362,0.27899999999999636
1,0.09000000000000001,14.0,1001,100101,17.685632478632485,0.20700000000000784
1,0.09000000000000001,14.8,1001,100101,17.524743589743586,0.134999999999998
1,0.09000000000000001,15.600000000000001,1001,100101,17.363854700854702,0.06300000000000239
1,0.09000000000000001,16.4,1101,110100,17.21196581196581,0.009000000000000341
1,0.09000000000000001,17.200000000000003,1101,110100,17.123076923076923,0.08100000000000307
1,0.09000000000000001,18.0,1101,110100,17.034188034188034,0.13633333333333297
1,0.09000000000000001,18.8,1101,110100,16.945299145299145,0.0474444444444444
1,0.09000000000000001,19.6,1011,101101,16.8978547008547,0.04144444444444417
1,0.09000000000000001,20.4,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,21.200000000000003,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,22.0,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,22.8,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,23.6,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,24.400000000000002,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,25.200000000000003,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,26.0,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,26.8,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,27.6,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,28.400000000000002,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,29.200000000000003,1011,101101,16.8978547008547,0.0455000000000112
1,0.09000000000000001,30.0,1011,101101,16.8978547008547,0.0455000000000112
1,0.09500000000000001,6.0,1001,100101,19.068524554941682,0.316749999999999
1,0.09500000000000001,6.8,1001,100101,18.903635666052793,0.3891500000000079
1,0.09500000000000001,7.6,1001,100101,18.738746777163904,0.46154999999999546
1,0.09500000000000001,8.4,1001,100101,18.573857888275015,0.5339500000000044
1,0.09500000000000001,9.2,1001,100101,18.408968999386126,0.5245000000000033
1,0.09500000000000001,10.0,1001,100101,18.244080110497244,0.4485000000000099
1,0.09500000000000001,10.8,1001,100101,18.079191221608355,0.3725000000000023
1,0.09500000000000001,11.600000000000001,1001,100101,17.91430233271946,0.29649999999999466
1,0.09500000000000001,12.4,1001,100101,17.749413443830576,0.22050000000000836
1,0.09500000000000001,13.2,1001,100101,17.584524554941687,0.14450000000000784
1,0.09500000000000001,14.0,1001,100101,17.41963566605279,0.06850000000000023
1,0.09500000000000001,14.8,1101,110100,17.26224677716391,0.007500000000014495
1,0.09500000000000001,15.600000000000001,1101,110100,17.173357888275014,0.0835000000000008
1,0.09500000000000001,16.4,1101,110100,17.084468999386125,0.1595000000000013
1,0.09500000000000001,17.200000000000003,1101,110100,16.995580110497237,0.23550000000000182
1,0.09500000000000001,18.0,1101,110100,16.906691221608348,0.21983333333333377
1,0.09500000000000001,18.8,1101,110100,16.817802332719452,0.1309444444444381
1,0.09500000000000001,19.6,1101,110100,16.72891344383057,0.04205555555555662
1,0.09500000000000001,20.4,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,21.200000000000003,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,22.0,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,22.8,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,23.6,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,24.400000000000002,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,25.200000000000003,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,26.0,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,26.8,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,27.6,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,28.400000000000002,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,29.200000000000003,1011,101101,16.686857888275014,0.0452500000000029
1,0.09500000000000001,30.0,1011,101101,16.686857888275014,0.0452500000000029
1,0.1,6.0,1001,100101,18.84111111111111,0.3149999999999977
1,0.1,6.8,1001,100101,18.672222222222217,0.38700000000000045
1,0.1,7.6,1001,100101,18.50333333333333,0.4590000000000032
1,0.1,8.4,1001,100101,18.33444444444445,0.4900000000000091
1,0.1,9.2,1001,100101,18.165555555555557,0.4100000000000037
1,0.1,10.0,1001,100101,17.996666666666663,0.3299999999999983
1,0.1,10.8,1001,100101,17.827777777777776,0.2499999999999929
1,0.1,11.600000000000001,1001,100101,17.65888888888889,0.1699999999999946
1,0.1,12.4,1001,100101,17.490000000000002,0.09000000000000341
1,0.1,13.2,1001,100101,17.321111111111108,0.00999999999999801
1,0.1,14.0,1101,110100,17.22222222222222,0.07000000000000739
1,0.1,14.8,1101,110100,17.13333333333334,0.15000000000000568
1,0.1,15.600000000000001,1101,110100,17.044444444444444,0.22999999999999687
1,0.1,16.4,1101,110100,16.955555555555556,0.3100000000000023
1,0.1,17.200000000000003,1101,110100,16.866666666666667,0.39000000000000057
1,0.1,18.0,1101,110100,16.77777777777778,0.30333333333333456
1,0.1,18.8,1101,110100,16.688888888888883,0.2144444444444389
1,0.1,19.6,1101,110100,16.6,0.12555555555555742
1,0.1,20.4,1101,110100,16.511111111111113,0.036666666666668846
1,0.1,21.200000000000003,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,22.0,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,22.8,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,23.6,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,24.400000000000002,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,25.200000000000003,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,26.0,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,26.8,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,27.6,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,28.400000000000002,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,29.200000000000003,1011,101101,16.474444444444444,0.0449999999999946
1,0.1,30.0,1011,101101,16.474444444444444,0.0449999999999946
1,0.10500000000000001,6.0,1001,100101,18.612257293606454,0.3132500000000036
1,0.10500000000000001,6.8,1001,100101,18.439368404717577,0.38485000000001435
1,0.10500000000000001,7.6,1001,100101,18.26647951582867,0.4564499999999896
1,0.10500000000000001,8.4,1001,100101,18.093590626939793,0.3795000000000073
1,0.10500000000000001,9.2,1001,100101,17.920701738050894,0.295499999999997
1,0.10500000000000001,10.0,1001,100101,17.747812849162017,0.21150000000000801
1,0.10500000000000001,10.8,1001,100101,17.574923960273125,0.12749999999999773
1,0.10500000000000001,11.600000000000001,1001,100101,17.40203507138424,0.04350000000000165
1,0.10500000000000001,12.4,1101,110100,17.269646182495343,0.040500000000001535
1,0.10500000000000001,13.2,1101,110100,17.180757293606455,0.12449999999999761
1,0.10500000000000001,14.0,1101,110100,17.091868404717566,0.2085000000000008
1,0.10500000000000001,14.8,1101,110100,17.002979515828684,0.2924999999999969
1,0.10500000000000001,15.600000000000001,1101,110100,16.91409062693979,0.37650000000000006
1,0.10500000000000001,16.4,1101,110100,16.8252017380509,0.46049999999998903
1,0.10500000000000001,17.200000000000003,1101,110100,16.73631284916201,0.47572222222222393
1,0.10500000000000001,18.0,1101,110100,16.647423960273123,0.38683333333333536
1,0.10500000000000001,18.8,1101,110100,16.558535071384227,0.2979444444444397
1,0.10500000000000001,19.6,1101,110100,16.469646182495346,0.20905555555555821
1,0.10500000000000001,20.4,1101,110100,16.380757293606457,0.12016666666666964
1,0.10500000000000001,21.200000000000003,1101,110100,16.29186840471757,0.03127777777778107
1,0.10500000000000001,22.0,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,22.8,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,23.6,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,24.400000000000002,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,25.200000000000003,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,26.0,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,26.8,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,27.6,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,28.400000000000002,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,29.200000000000003,1011,101101,16.260590626939788,0.04475000000000051
1,0.10500000000000001,30.0,1011,101101,16.260590626939788,0.04475000000000051
1,0.11000000000000001,6.0,1001,100101,18.381938826466914,0.31150000000000233
1,0.11000000000000001,6.8,1001,100101,18.205049937578032,0.3827000000000069
1,0.11000000000000001,7.6,1001,100101,18.02816104868915,0.3570000000000064
1,0.11000000000000001,8.4,1001,100101,17.85127215980026,0.26900000000001256
1,0.11000000000000001,9.2,1001,100101,17.674383270911363,0.1810000000000045
