scenario_id,parameter,parameter_label,value,best_policy4,best_policy6,best_profit,second_policy4,second_profit,profit_gap
1,p1,p1,0.191,1001,100101,18.091214118939703,1101,17.3612141189397,0.730000000000004
1,p1,p1,0.1925,1001,100101,18.077437220502233,1101,17.34743722050223,0.730000000000004
1,p1,p1,0.194,1001,100101,18.063609043286462,1101,17.333609043286458,0.730000000000004
1,p1,p1,0.1955,1001,100101,18.049729300462673,1101,17.31972930046267,0.730000000000004
1,p1,p1,0.197,1001,100101,18.03579770305798,1101,17.305797703057976,0.730000000000004
1,p1,p1,0.1985,1001,100101,18.02181395993623,1101,17.291813959936228,0.730000000000004
1,p1,p1,0.2,1001,100101,18.007777777777775,1101,17.27777777777777,0.730000000000004
1,p2,p2,0.05,1001,100101,21.054181286549706,0001,20.721681286549718,0.3324999999999889
1,p2,p2,0.051500000000000004,1001,100101,20.98967304223043,0001,20.65769804223042,0.331975000000007
1,p2,p2,0.053000000000000005,1001,100101,20.92505405373695,0001,20.59360405373694,0.3314500000000109
1,p2,p2,0.05450000000000001,1001,100101,20.860323793994944,0001,20.529398793994943,0.3309250000000006
1,p2,p2,0.056,1001,100101,20.795481732580036,0001,20.46508173258004,0.33039999999999736
1,p2,p2,0.0575,1001,100101,20.73052733569113,0001,20.400652335691127,0.32987500000000125
1,p2,p2,0.059000000000000004,1001,100101,20.665460066123508,0001,20.33611006612351,0.32934999999999803
1,p2,p2,0.060500000000000005,1001,100101,20.600279383241677,0001,20.271454383241675,0.3288250000000019
1,p2,p2,0.062000000000000006,1001,100101,20.534984742951906,0001,20.206684742951907,0.3282999999999987
1,p2,p2,0.0635,1001,100101,20.469575597674563,0001,20.141800597674553,0.3277750000000097
1,p2,p2,0.065,1001,100101,20.404051396316106,0001,20.076801396316107,0.3272499999999994
1,p2,p2,0.0665,1001,100101,20.33841158424091,0001,20.011686584240906,0.32672500000000326
1,p2,p2,0.068,1001,100101,20.272655603242733,0001,19.946455603242725,0.32620000000000715
1,p2,p2,0.0695,1001,100101,20.206782891515914,0001,19.88110789151591,0.32567500000000393
1,p2,p2,0.07100000000000001,1001,100101,20.14079288362636,0001,19.815642883626353,0.3251500000000078
1,p2,p2,0.07250000000000001,1001,100101,20.074685010482185,0001,19.750060010482173,0.3246250000000117
1,p2,p2,0.07400000000000001,1001,100101,20.008458699304057,0001,19.684358699304056,0.3241000000000014
1,p2,p2,0.07550000000000001,1001,100101,19.94211337359534,0001,19.618538373595335,0.3235750000000053
1,p2,p2,0.07700000000000001,1001,100101,19.875648453111836,0001,19.552598453111834,0.32305000000000206
1,p2,p2,0.07850000000000001,1001,100101,19.809063353831313,0001,19.486538353831307,0.32252500000000595
1,p2,p2,0.08000000000000002,1001,100101,19.742357487922703,0001,19.4203574879227,0.32200000000000273
1,p2,p2,0.08150000000000002,1001,100101,19.675530263714997,0001,19.35405526371499,0.3214750000000066
1,p2,p2,0.08300000000000002,1001,100101,19.60858108566582,0001,19.287631085665815,0.3209500000000034
1,p2,p2,0.0845,1001,100101,19.54150935432976,0001,19.221084354329754,0.3204250000000073
1,p2,p2,0.08600000000000001,1001,100101,19.474314466326284,0001,19.154414466326273,0.3199000000000112
1,p2,p2,0.08750000000000001,1001,100101,19.406995814307457,0001,19.087620814307456,0.31937500000000085
1,p2,p2,0.08900000000000001,1001,100101,19.33955278692524,0001,19.020702786925234,0.31885000000000474
1,p2,p2,0.09050000000000001,1001,100101,19.271984768798482,0001,18.953659768798488,0.3183249999999944
1,p2,p2,0.09200000000000001,1001,100101,19.20429114047969,0001,18.886491140479684,0.3178000000000054
1,p2,p2,0.0935,1001,100101,19.136471278421283,0001,18.819196278421273,0.3172750000000093
1,p2,p2,0.095,1001,100101,19.068524554941682,0001,18.751774554941683,0.316749999999999
1,p2,p2,0.0965,1001,100101,19.000450338190994,0001,18.68422533819099,0.31622500000000286
1,p2,p2,0.098,1001,100101,18.932247992116288,0001,18.61654799211628,0.31570000000000675
1,p2,p2,0.0995,1001,100101,18.86391687642667,0001,18.548741876426675,0.31517499999999643
1,p2,p2,0.101,1001,100101,18.795456346557906,0001,18.480806346557905,0.3146500000000003
1,p2,p2,0.10250000000000001,1001,100101,18.726865753636645,0001,18.41274075363664,0.3141250000000042
1,p2,p2,0.10400000000000001,1001,100101,18.658144444444446,0001,18.344544444444438,0.3136000000000081
1,p2,p2,0.10550000000000001,1001,100101,18.589291761381283,0001,18.276216761381285,0.31307499999999777
1,p2,p2,0.10700000000000001,1001,100101,18.52030704242876,0001,18.207757042428767,0.31254999999999455
1,p2,p2,0.10850000000000001,1001,100101,18.451189621112988,0001,18.139164621112975,0.31202500000001265
1,p2,p2,0.11000000000000001,1001,100101,18.381938826466914,0001,18.070438826466912,0.31150000000000233
1,p2,p2,0.11150000000000002,1001,100101,18.312553982992554,0001,18.001578982992555,0.3109749999999991
1,p2,p2,0.11300000000000002,1001,100101,18.243034410622577,0001,17.932584410622574,0.310450000000003
1,p2,p2,0.11450000000000002,1001,100101,18.1733794246816,0001,17.8634544246816,0.3099249999999998
1,p2,p2,0.11600000000000002,1001,100101,18.10358833584715,0001,17.794188335847153,0.30939999999999657
1,p2,p2,0.11750000000000001,1001,100101,18.03366045011017,0001,17.72478545011016,0.30887500000000756
1,p2,p2,0.11900000000000001,1001,100101,17.963595068735025,0001,17.65524506873502,0.30835000000000434
1,p2,p2,0.12050000000000001,1001,100101,17.893391488219315,0001,17.585566488219314,0.3078250000000011
1,p2,p2,0.12200000000000001,1001,100101,17.8230490002531,1101,17.526449000253095,0.2966000000000051
1,p2,p2,0.12350000000000001,1001,100101,17.752566891677752,1101,17.485516891677754,0.26704999999999757
1,p2,p2,0.125,1001,100101,17.681944444444447,1101,17.444444444444443,0.23750000000000426
1,p2,p2,0.1265,1001,100101,17.611180935572094,1101,17.403230935572083,0.20795000000001096
1,p2,p2,0.128,1001,100101,17.540275637104997,1101,17.361875637104994,0.17840000000000344
1,p2,p2,0.1295,1001,100101,17.469227816069953,1101,17.320377816069943,0.14885000000001014
1,p2,p2,0.131,1001,100101,17.398036734432935,1101,17.278736734432933,0.11930000000000263
1,p2,p2,0.1325,1001,100101,17.3267016490554,1101,17.236951649055392,0.08975000000000932
1,p2,p2,0.134,1001,100101,17.25522181164999,1101,17.195021811649987,0.06020000000000181
1,p2,p2,0.1355,1001,100101,17.183596468735935,1101,17.15294646873594,0.030649999999994293
1,p2,p2,0.137,1001,100101,17.11182486159393,1101,17.110724861593923,0.0011000000000080945
1,p2,p2,0.1385,1101,110100,17.06835622622041,1001,17.039906226220417,0.028449999999992315
1,p2,p2,0.14,1101,110100,17.025839793281648,1001,16.967839793281648,0.05799999999999983
1,p2,p2,0.14150000000000001,1101,110100,16.98317478806704,0101,16.90317478806704,0.0799999999999983
1,p2,p2,0.14300000000000002,1101,110100,16.940360430442105,0101,16.860360430442107,0.0799999999999983
1,p2,p2,0.14450000000000002,1101,110100,16.897395934800954,0101,16.81739593480095,0.0800000000000054
1,p2,p2,0.14600000000000002,1101,110100,16.854280510018206,0101,16.774280510018208,0.0799999999999983
1,p2,p2,0.14750000000000002,1101,110100,16.811013359400455,0101,16.731013359400457,0.0799999999999983
1,p2,p2,0.14900000000000002,1101,110100,16.767593680637155,0101,16.687593680637157,0.0799999999999983
1,p2,p2,0.15050000000000002,1101,110100,16.724020665751084,0101,16.644020665751086,0.0799999999999983
1,p2,p2,0.15200000000000002,1101,110100,16.680293501048205,0101,16.600293501048206,0.0799999999999983
1,p2,p2,0.15350000000000003,1101,110100,16.636411367067005,0101,16.556411367067007,0.0799999999999983
1,p2,p2,0.15500000000000003,1101,110100,16.592373438527275,0101,16.512373438527277,0.0799999999999983
1,p2,p2,0.15650000000000003,1101,110100,16.548178884278464,0101,16.468178884278466,0.0799999999999983
1,p2,p2,0.15800000000000003,1101,110100,16.50382686724729,0101,16.423826867247293,0.0799999999999983
1,p2,p2,0.15950000000000003,1101,110100,16.459316544384954,0101,16.379316544384956,0.0799999999999983
1,p2,p2,0.16100000000000003,1101,110100,16.41464706661369,0101,16.33464706661369,0.0799999999999983
1,p2,p2,0.16250000000000003,1101,110100,16.369817578772796,0101,16.28981757877279,0.0800000000000054
1,p2,p2,0.16400000000000003,1101,110100,16.324827219564057,0101,16.24482721956405,0.0800000000000054
1,p2,p2,0.16550000000000004,1101,110100,16.27967512149656,0101,16.19967512149656,0.0799999999999983
1,p2,p2,0.16700000000000004,1101,110100,16.234360410830988,0101,16.15436041083099,0.0799999999999983
1,p2,p2,0.16850000000000004,1101,110100,16.188882207523214,0101,16.10888220752321,0.0800000000000054
1,p2,p2,0.17000000000000004,1101,110100,16.143239625167325,0101,16.063239625167327,0.0799999999999983
1,p2,p2,0.17150000000000004,1101,110100,16.0974317709381,0101,16.017431770938103,0.0799999999999983
1,p2,p2,0.17300000000000004,1101,110100,16.05145774553271,0101,15.97145774553271,0.0799999999999983
1,p2,p2,0.17450000000000004,1101,110100,16.00531664311191,0101,15.925316643111906,0.0800000000000054
1,p2,p2,0.17600000000000005,1101,110100,15.959007551240553,0101,15.879007551240548,0.0800000000000054
1,p2,p2,0.17750000000000005,1101,110100,15.912529550827422,0101,15.832529550827417,0.0800000000000054
1,p2,p2,0.17900000000000005,1101,110100,15.865881716064415,0101,15.78588171606441,0.0800000000000054
1,p2,p2,0.18050000000000005,1101,110100,15.819063114365122,0101,15.739063114365116,0.0800000000000054
1,p2,p2,0.18200000000000005,1101,110100,15.772072806302624,0101,15.692072806302626,0.0799999999999983
1,p2,p2,0.18350000000000005,1101,110100,15.724909845546705,0101,15.6449098455467,0.0800000000000054
1,p2,p2,0.185,1101,110100,15.677573278800267,0101,15.597573278800262,0.0800000000000054
1,p2,p2,0.1865,1101,110100,15.63006214573516,0101,15.550062145735154,0.0800000000000054
1,p2,p2,0.188,1101,110100,15.582375478927204,0101,15.502375478927199,0.0800000000000054
1,p2,p2,0.1895,1101,110100,15.534512303790528,0101,15.454512303790516,0.0800000000000125
1,p2,p2,0.191,1101,110100,15.48647163851119,0101,15.406471638511185,0.0800000000000054
1,p2,p2,0.1925,1101,110100,15.438252493980045,0101,15.35825249398004,0.0800000000000054
1,p2,p2,0.194,1101,110100,15.389853873724839,0101,15.30985387372484,0.0799999999999983
1,p2,p2,0.1955,1101,110100,15.341274773841583,0101,15.261274773841578,0.0800000000000054
1,p2,p2,0.197,1101,110100,15.292514182925139,0101,15.212514182925133,0.0800000000000054
1,p2,p2,0.1985,1101,110100,15.243571081999022,0101,15.163571081999024,0.0799999999999983
1,p2,p2,0.2,1101,110100,15.194444444444443,0101,15.114444444444437,0.0800000000000054
1,pf,pf,0.05,1001,100101,19.970263157894742,0001,19.72276315789474,0.24750000000000227
1,pf,pf,0.051500000000000004,1001,100101,19.93791362677912,0001,19.688388626779123,0.24952499999999844
1,pf,pf,0.053000000000000005,1001,100101,19.90547444561775,0001,19.653924445617733,0.2515500000000159
1,pf,pf,0.05450000000000001,1001,100101,19.87294518773136,0001,19.619370187731363,0.2535749999999979
1,pf,pf,0.056,1001,100101,19.840325423728814,0001,19.584725423728813,0.25560000000000116
1,pf,pf,0.0575,1001,100101,19.807614721485415,0001,19.549989721485403,0.25762500000001154
1,pf,pf,0.059000000000000004,1001,100101,19.774812646121156,0001,19.51516264612114,0.2596500000000148
1,pf,pf,0.060500000000000005,1001,100101,19.74191875997871,0001,19.480243759978705,0.2616750000000039
1,pf,pf,0.062000000000000006,1001,100101,19.70893262260128,0001,19.44523262260128,0.26370000000000005
1,pf,pf,0.0635,1001,100101,19.675853790710093,0001,19.410128790710097,0.2657249999999962
1,pf,pf,0.065,1001,100101,19.64268181818182,0001,19.37493181818182,0.2677499999999995
1,pf,pf,0.0665,1001,100101,19.60941625602571,0001,19.339641256025708,0.26977500000000276
1,pf,pf,0.068,1001,100101,19.57605665236052,0001,19.304256652360507,0.27180000000001314
1,pf,pf,0.0695,1001,100101,19.542602552391195,0001,19.268777552391185,0.2738250000000093
1,pf,pf,0.07100000000000001,1001,100101,19.509053498385363,0001,19.233203498385357,0.2758500000000055
1,pf,pf,0.07250000000000001,1001,100101,19.475409029649605,0001,19.197534029649596,0.27787500000000875
1,pf,pf,0.07400000000000001,1001,100101,19.4416686825054,0001,19.161768682505397,0.2799000000000049
1,pf,pf,0.07550000000000001,1001,100101,19.40783199026501,0001,19.12590699026501,0.2819250000000011
1,pf,pf,0.07700000000000001,1001,100101,19.373898483206936,0001,19.089948483206932,0.28395000000000437
1,pf,pf,0.07850000000000001,1001,100101,19.339867688551273,0001,19.05389268855128,0.28597499999999343
1,pf,pf,0.08000000000000002,1001,100101,19.30573913043478,0001,19.017739130434784,0.2879999999999967
1,pf,pf,0.08150000000000002,1001,100101,19.271512329885688,0001,18.98148732988568,0.2900250000000071
1,pf,pf,0.08300000000000002,1001,100101,19.237186804798256,0001,18.945136804798253,0.29205000000000325
1,pf,pf,0.0845,1001,100101,19.20276206990716,0001,18.908687069907153,0.2940750000000065
1,pf,pf,0.08600000000000001,1001,100101,19.16823763676149,0001,18.87213763676148,0.2961000000000098
1,pf,pf,0.08750000000000001,1001,100101,19.13361301369863,0001,18.83548801369863,0.29812499999999886
1,pf,pf,0.08900000000000001,1001,100101,19.098887705817788,0001,18.79873770581778,0.30015000000000924
1,pf,pf,0.09050000000000001,1001,100101,19.06406121495327,0001,18.76188621495327,0.3021749999999983
1,pf,pf,0.09200000000000001,1001,100101,19.029133039647583,0001,18.724933039647574,0.3042000000000087
1,pf,pf,0.0935,1001,100101,18.99410267512411,0001,18.687877675124106,0.30622500000000485
1,pf,pf,0.095,1001,100101,18.95896961325967,0001,18.650719613259668,0.308250000000001
1,pf,pf,0.0965,1001,100101,18.92373334255673,0001,18.613458342556733,0.3102749999999972
1,pf,pf,0.098,1001,100101,18.8883933481153,0001,18.576093348115293,0.31230000000000757
1,pf,pf,0.0995,1001,100101,18.85294911160466,0001,18.538624111604655,0.31432500000000374
1,pf,pf,0.101,1001,100101,18.817400111234704,0001,18.501050111234704,0.3163499999999999
1,pf,pf,0.10250000000000001,1001,100101,18.78174582172702,0001,18.46337082172702,0.3183750000000032
1,pf,pf,0.10400000000000001,1001,100101,18.745985714285716,0001,18.42558571428571,0.32040000000000646
1,pf,pf,0.10550000000000001,1001,100101,18.710119256567914,0001,18.38769425656791,0.3224250000000026
1,pf,pf,0.10700000000000001,1001,100101,18.674145912653977,0001,18.349695912653978,0.3244499999999988
1,pf,pf,0.10850000000000001,1001,100101,18.638065143017393,0001,18.311590143017384,0.3264750000000092
1,pf,pf,0.11000000000000001,1001,100101,18.601876404494384,0001,18.27337640449438,0.32850000000000534
1,pf,pf,0.11150000000000002,1001,100101,18.565579150253235,0001,18.235054150253234,0.3305250000000015
1,pf,pf,0.11300000000000002,1001,100101,18.529172829763255,0001,18.196622829763243,0.3325500000000119
1,pf,pf,0.11450000000000002,1001,100101,18.492656888763413,0001,18.158081888763405,0.33457500000000806
1,pf,pf,0.11600000000000002,1001,100101,18.456030769230765,0001,18.119430769230775,0.33659999999999
1,pf,pf,0.11750000000000001,1001,100101,18.419293909348447,0001,18.08066890934844,0.3386250000000075
1,pf,pf,0.11900000000000001,1001,100101,18.382445743473326,0001,18.041795743473322,0.34065000000000367
1,pf,pf,0.12050000000000001,1001,100101,18.34548570210346,0001,18.002810702103467,0.34267499999999274
1,pf,pf,0.12200000000000001,1001,100101,18.308413211845107,0001,17.963713211845104,0.3447000000000031
1,pf,pf,0.12350000000000001,1001,100101,18.271227695379352,0001,17.924502695379346,0.3467250000000064
1,pf,pf,0.125,1001,100101,18.233928571428578,0001,17.885178571428575,0.34875000000000256
1,pf,pf,0.1265,1001,100101,18.196515254722378,0001,17.84574025472238,0.3507749999999987
1,pf,pf,0.128,1001,100101,18.15898715596331,0001,17.8061871559633,0.3528000000000091
1,pf,pf,0.1295,1001,100101,18.121343681792077,0001,17.766518681792064,0.3548250000000124
1,pf,pf,0.131,1001,100101,18.083584234752593,0001,17.72673423475259,0.35685000000000144
1,pf,pf,0.1325,1001,100101,18.04570821325649,0001,17.686833213256484,0.3588750000000047
1,pf,pf,0.134,1001,100101,18.007715011547347,0001,17.64681501154734,0.360900000000008
1,pf,pf,0.1355,1001,100101,17.969604019664544,0001,17.606679019664547,0.36292499999999706
1,pf,pf,0.137,1001,100101,17.931374623406718,0001,17.56642462340671,0.36495000000000744
1,pf,pf,0.1385,1001,100101,17.893026204294834,0001,17.52605120429483,0.3669750000000036
1,pf,pf,0.14,1001,100101,17.85455813953488,0001,17.48555813953488,0.3689999999999998
1,pf,pf,0.14150000000000001,1001,100101,17.815969801980202,0001,17.4449448019802,0.37102500000000305
1,pf,pf,0.14300000000000002,1001,100101,17.777260560093346,0001,17.40421056009334,0.3730500000000063
1,pf,pf,0.14450000000000002,1001,100101,17.738429777907662,0001,17.36335477790766,0.3750750000000025
1,pf,pf,0.14600000000000002,1001,100101,17.6994768149883,0001,17.32237681498829,0.37710000000001287
1,pf,pf,0.14750000000000002,1001,100101,17.660401026392954,0001,17.281276026392966,0.3791249999999877
1,pf,pf,0.14900000000000002,1001,100101,17.621201762632204,0001,17.2400517626322,0.3811500000000052
1,pf,pf,0.15050000000000002,1001,100101,17.581878369629194,0001,17.198703369629193,0.3831750000000014
1,pf,pf,0.15200000000000002,1001,100101,17.542430188679248,0001,17.157230188679243,0.38520000000000465
1,pf,pf,0.15350000000000003,1001,100101,17.502856556408744,0001,17.115631556408744,0.3872250000000008
1,pf,pf,0.15500000000000003,1001,100101,17.463156804733735,0001,17.073906804733724,0.3892500000000112
1,pf,pf,0.15650000000000003,1001,100101,17.42333026081802,0001,17.032055260818012,0.39127500000000737
1,pf,pf,0.15800000000000003,1001,100101,17.38337624703088,0001,16.990076247030878,0.39330000000000354
1,pf,pf,0.15950000000000003,1001,100101,17.343294080904222,0001,16.947969080904222,0.3953249999999997
1,pf,pf,0.16100000000000003,1001,100101,17.303083075089397,0001,16.905733075089387,0.3973500000000101
1,pf,pf,0.16250000000000003,1001,100101,17.262742537313436,0001,16.86336753731343,0.39937500000000625
1,pf,pf,0.16400000000000003,1001,100101,17.222271770334935,0001,16.820871770334925,0.4014000000000095
1,pf,pf,0.16550000000000004,1001,100101,17.18167007189934,0001,16.778245071899335,0.4034250000000057
1,pf,pf,0.16700000000000004,1001,100101,17.140936734693874,0001,16.73548673469388,0.40544999999999476
1,pf,pf,0.16850000000000004,1001,100101,17.10007104630187,0001,16.692596046301865,0.40747500000000514
