scenario_id,risk_level,robust_method,rank,policy6,policy4,x1,x2,y,z,r1,r2,expected_cost,expected_profit,spectral_radius,full_policy_gap,primary_policy_gap,cost_purchase,cost_component_inspection,cost_assembly,cost_final_inspection,cost_replacement,cost_disassembly,spectral_radius_at_upper,policy16,gap_from_best,best_second_gap
1.0,robust90,upper_corner_by_monotonicity,9,110000,1100,,,,,,,46.251229529577905,9.748770470422095,,,,31.113692514595847,7.071293753317239,7.033121630832406,-0.0,1.0331216308324072,-0.0,0.14689375288254924,,,
1.0,robust90,upper_corner_by_monotonicity,10,100000,1000,,,,,,,46.66569171796434,9.334308282035657,,,,32.281943643982665,3.412643066020305,8.485552503980687,-0.0,2.4855525039806885,-0.0,0.29291581223670243,,,
1.0,robust95,upper_corner_by_monotonicity,1,110111,1101,,,,,,,42.16211518560332,13.83788481439668,,1.0407112015248998,1.0407112015248998,26.930388974173404,6.120542948675773,7.098064680972054,0.0,1.0980646809720538,0.9150539008100449,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,2,100111,1001,,,,,,,43.20282638712822,12.79717361287178,,,,26.9303889741734,4.048910966397091,8.196538745843908,0.0,2.1965387458439074,1.8304489548699228,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,3,010111,0101,,,,,,,43.893370381221125,12.106629618778875,,,,26.9303889741734,4.739454960489985,8.196538745843908,0.0,2.1965387458439074,1.8304489548699228,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,4,111111,1111,,,,,,,44.6130828451173,11.386917154882703,,,,26.930388974173404,6.120542948675773,7.098064680972054,3.549032340486027,0.0,0.9150539008100449,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,5,000111,0001,,,,,,,44.99639742815126,11.003602571848738,,,,26.9303889741734,3.299943535014691,9.093905265516412,0.0,3.093905265516412,2.5782543879303432,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,6,101111,1011,,,,,,,45.10455701420627,10.895442985793728,,,,26.9303889741734,4.048910966397091,8.196538745843908,4.098269372921954,0.0,1.8304489548699228,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,7,011111,0111,,,,,,,45.79510100829917,10.20489899170083,,,,26.9303889741734,4.739454960489985,8.196538745843908,4.098269372921954,0.0,1.8304489548699228,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,8,001111,0011,,,,,,,46.44944479539305,9.550555204606951,,,,26.9303889741734,3.299943535014691,9.093905265516412,4.546952632758206,0.0,2.5782543879303432,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,9,110000,1100,,,,,,,47.29573812107535,8.704261878924648,,,,31.858940470403244,7.240668288728009,7.098064680972053,-0.0,1.0980646809720538,-0.0,0.15469916524086647,,,
1.0,robust95,upper_corner_by_monotonicity,10,100000,1000,,,,,,,48.08004682955393,7.919953170446071,,,,33.15709723754475,3.5453456990619596,8.68880194647361,-0.0,2.6888019464736104,-0.0,0.30945600590710587,,,
2.0,nominal,point_estimate_reference,1,110111,1101,1.0,1.0,0.0,1.0,1.0,1.0,44.0,12.0,0.19999999999999996,1.4799999999999898,1.4799999999999898,27.5,6.25,7.5,0.0,1.4999999999999996,1.2499999999999996,,,,
2.0,nominal,point_estimate_reference,2,100111,1001,1.0,0.0,0.0,1.0,1.0,1.0,45.47999999999999,10.52000000000001,0.19999999999999996,,,27.5,4.33,8.7,0.0,2.6999999999999997,2.2499999999999996,,,,
2.0,nominal,point_estimate_reference,3,010111,0101,0.0,1.0,0.0,1.0,1.0,1.0,46.12,9.880000000000003,0.19999999999999996,,,27.5,4.970000000000001,8.7,0.0,2.6999999999999997,2.2499999999999996,,,,
2.0,nominal,point_estimate_reference,4,111111,1111,1.0,1.0,1.0,1.0,1.0,1.0,46.25,9.75,0.19999999999999996,,,27.5,6.25,7.5,3.75,0.0,1.2499999999999996,,,,
2.0,nominal,point_estimate_reference,5,101111,1011,1.0,0.0,1.0,1.0,1.0,1.0,47.129999999999995,8.870000000000005,0.19999999999999996,,,27.5,4.33,8.7,4.35,0.0,2.2499999999999996,,,,
2.0,nominal,point_estimate_reference,6,000111,0001,0.0,0.0,0.0,1.0,1.0,1.0,47.56,8.439999999999998,0.19999999999999996,,,27.500000000000004,3.690000000000001,9.66,0.0,3.66,3.0500000000000007,,,,
2.0,nominal,point_estimate_reference,7,011111,0111,0.0,1.0,1.0,1.0,1.0,1.0,47.769999999999996,8.230000000000004,0.19999999999999996,,,27.5,4.970000000000001,8.7,4.35,0.0,2.2499999999999996,,,,
2.0,nominal,point_estimate_reference,8,001111,0011,0.0,0.0,1.0,1.0,1.0,1.0,48.73,7.270000000000003,0.19999999999999996,,,27.500000000000004,3.690000000000001,9.66,4.83,0.0,3.0500000000000007,,,,
2.0,nominal,point_estimate_reference,9,110000,1100,1.0,1.0,0.0,0.0,0.0,0.0,51.1875,4.8125,0.19999999999999996,,,34.375,7.8125,7.5,-0.0,1.5,-0.0,,,,
2.0,nominal,point_estimate_reference,10,100000,1000,1.0,0.0,0.0,0.0,0.0,0.0,52.593749999999986,3.406250000000014,0.36,,,35.9375,3.90625,9.375,-0.0,3.375,-0.0,,,,
2.0,robust90,upper_corner_by_monotonicity,1,110111,1101,,,,,,,49.730285774772334,6.269714225227666,,1.9556954587843762,1.9556954587843762,30.81023410765839,7.002325933558724,8.088609082431256,0.0,2.0886090824312573,1.7405075686927143,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,2,111111,1111,,,,,,,51.68598123355671,4.31401876644329,,,,30.81023410765839,7.002325933558724,8.088609082431256,4.044304541215628,0.0,1.7405075686927143,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,3,100111,1001,,,,,,,53.002453133266556,2.997546866733444,,,,30.81023410765839,5.413316992423207,9.804318364653517,0.0,3.804318364653516,3.1702653038779296,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,4,010111,0101,,,,,,,53.53212278031173,2.467877219688269,,,,30.81023410765839,5.942986639468378,9.804318364653517,0.0,3.804318364653516,3.1702653038779296,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,5,101111,1011,,,,,,,54.1002939509398,1.8997060490601996,,,,30.81023410765839,5.413316992423207,9.804318364653517,4.902159182326758,0.0,3.1702653038779296,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,6,011111,0111,,,,,,,54.62996359798497,1.3700364020150317,,,,30.81023410765839,5.942986639468378,9.804318364653517,4.902159182326758,0.0,3.1702653038779296,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,7,000111,0001,,,,,,,56.17152853046268,-0.17152853046268035,,,,30.81023410765839,5.11127697328852,11.029417923358505,0.0,5.029417923358506,4.191181602798754,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,8,001111,0011,,,,,,,56.65681956878342,-0.6568195687834191,,,,30.81023410765839,5.11127697328852,11.029417923358505,5.514708961679252,0.0,4.191181602798754,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,9,110000,1100,,,,,,,61.15238759475683,-5.152387594756831,,,,41.53532323917316,9.439846190721171,8.088609082431256,-0.0,2.0886090824312564,-0.0,0.25821609885533836,,,
2.0,robust90,upper_corner_by_monotonicity,10,111000,1110,,,,,,,63.10808305354121,-7.108083053541208,,,,41.53532323917316,9.439846190721171,8.088609082431256,4.044304541215628,-0.0,-0.0,0.25821609885533836,,,
2.0,robust95,upper_corner_by_monotonicity,1,110111,1101,,,,,,,50.77030832415115,5.229691675848848,,1.9038040713029858,1.9038040713029858,31.418062618040654,7.14046877682742,8.192391857394028,0.0,2.192391857394029,1.8269932144950238,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,2,111111,1111,,,,,,,52.67411239545414,3.325887604545862,,,,31.418062618040654,7.14046877682742,8.192391857394028,4.096195928697014,0.0,1.8269932144950238,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,3,100111,1001,,,,,,,54.327801168330126,1.6721988316698742,,,,31.418062618040654,5.601941969726058,9.990987028434144,0.0,3.990987028434146,3.325822523695121,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,4,010111,0101,,,,,,,54.84064343736391,1.1593565626360913,,,,31.418062618040654,6.114784238759845,9.990987028434144,0.0,3.990987028434146,3.325822523695121,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,5,101111,1011,,,,,,,55.33230765411305,0.6676923458869481,,,,31.418062618040654,5.601941969726058,9.990987028434144,4.995493514217072,0.0,3.325822523695121,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,6,011111,0111,,,,,,,55.845149923146835,0.15485007685316532,,,,31.418062618040654,6.114784238759845,9.990987028434144,4.995493514217072,0.0,3.325822523695121,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,7,000111,0001,,,,,,,57.639186582647675,-1.6391865826476746,,,,31.418062618040658,5.344920455483005,11.250424767926123,0.0,5.250424767926125,4.37535397327177,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,8,001111,0011,,,,,,,58.01397419868462,-2.013974198684622,,,,31.418062618040658,5.344920455483005,11.250424767926123,5.625212383963062,0.0,4.37535397327177,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,9,110000,1100,,,,,,,63.032550153519594,-7.032550153519594,,,,42.89818006118866,9.749586377542876,8.19239185739403,-0.0,2.1923918573940284,-0.0,0.26761315810538155,,,
2.0,robust95,upper_corner_by_monotonicity,10,111000,1110,,,,,,,64.93635422482258,-8.93635422482258,,,,42.89818006118866,9.749586377542876,8.19239185739403,4.096195928697015,-0.0,-0.0,0.26761315810538155,,,
3.0,nominal,point_estimate_reference,1,101111,1011,1.0,0.0,1.0,1.0,1.0,1.0,39.525555555555556,16.474444444444444,0.09999999999999998,0.0449999999999946,0.0449999999999946,24.444444444444443,3.1255555555555556,7.266666666666667,3.6333333333333333,0.0,1.0555555555555556,,,,
3.0,nominal,point_estimate_reference,2,001111,0011,0.0,0.0,1.0,1.0,1.0,1.0,39.57055555555555,16.42944444444445,0.09999999999999998,,,24.444444444444443,1.9105555555555558,7.806666666666666,3.903333333333333,0.0,1.5055555555555558,,,,
3.0,nominal,point_estimate_reference,3,011111,0111,0.0,1.0,1.0,1.0,1.0,1.0,40.33555555555556,15.664444444444442,0.09999999999999998,,,24.444444444444443,3.9355555555555557,7.266666666666667,3.6333333333333333,0.0,1.0555555555555556,,,,
3.0,nominal,point_estimate_reference,4,111111,1111,1.0,1.0,1.0,1.0,1.0,1.0,40.55555555555556,15.444444444444443,0.09999999999999998,,,24.444444444444443,5.555555555555555,6.666666666666666,3.333333333333333,0.0,0.5555555555555555,,,,
3.0,nominal,point_estimate_reference,5,110111,1101,1.0,1.0,0.0,1.0,1.0,1.0,40.55555555555556,15.444444444444443,0.09999999999999998,,,24.444444444444443,5.555555555555555,6.666666666666666,0.0,3.333333333333332,0.5555555555555555,,,,
3.0,nominal,point_estimate_reference,6,101000,1010,1.0,0.0,1.0,0.0,0.0,0.0,41.563786008230444,14.436213991769556,0.19,,,27.709190672153632,2.7434842249657065,7.4074074074074066,3.7037037037037033,-0.0,-0.0,,,,
3.0,nominal,point_estimate_reference,7,100111,1001,1.0,0.0,0.0,1.0,1.0,1.0,42.22555555555555,13.774444444444448,0.09999999999999998,,,24.444444444444443,3.1255555555555556,7.266666666666667,0.0,6.333333333333332,1.0555555555555556,,,,
3.0,nominal,point_estimate_reference,8,001000,0010,0.0,0.0,1.0,0.0,0.0,0.0,42.52400548696845,13.475994513031551,0.271,,,30.17832647462277,-0.0,8.230452674897117,4.115226337448559,-0.0,-0.0,,,,
3.0,nominal,point_estimate_reference,9,010111,0101,0.0,1.0,0.0,1.0,1.0,1.0,43.03555555555556,12.964444444444439,0.09999999999999998,,,24.444444444444443,3.9355555555555557,7.266666666666667,0.0,6.333333333333332,1.0555555555555556,,,,
3.0,nominal,point_estimate_reference,10,111000,1110,1.0,1.0,1.0,0.0,0.0,0.0,43.333333333333336,12.666666666666664,0.09999999999999998,,,27.16049382716049,6.172839506172839,6.666666666666666,3.333333333333333,-0.0,-0.0,,,,
3.0,robust90,upper_corner_by_monotonicity,1,111111,1111,,,,,,,43.986467469859676,12.013532530140324,,0.2750595465623533,0.2750595465623533,26.543285455093184,6.032564876157542,7.033121630832407,3.5165608154162036,0.0,0.8609346923603395,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,2,101111,1011,,,,,,,44.26152701642203,11.73847298357797,,,,26.543285455093184,3.9113123128676497,8.060112535054795,4.030056267527398,0.0,1.7167604458789965,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,3,011111,0111,,,,,,,44.96861120418533,11.03138879581467,,,,26.543285455093187,4.618396500630947,8.060112535054795,4.030056267527398,0.0,1.7167604458789965,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,4,001111,0011,,,,,,,45.43864648512529,10.56135351487471,,,,26.543285455093187,3.1022847951347066,8.911318386384597,4.455659193192298,0.0,2.426098655320498,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,5,110111,1101,,,,,,,45.63551480860551,10.364485191394493,,,,26.543285455093184,6.032564876157542,7.033121630832407,0.0,5.165608154162038,0.8609346923603395,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,6,101000,1010,,,,,,,48.422915465974,7.577084534026,,,,32.281943643982665,3.412643066020305,8.485552503980687,4.242776251990343,-0.0,-0.0,0.29291581223670243,,,
3.0,robust90,upper_corner_by_monotonicity,7,111000,1110,,,,,,,48.7346687141617,7.2653312858383,,,,31.113692514595847,7.071293753317239,7.033121630832406,3.516560815416203,-0.0,-0.0,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,8,110000,1100,,,,,,,50.38371605290753,5.6162839470924695,,,,31.113692514595847,7.071293753317239,7.033121630832406,-0.0,5.165608154162037,-0.0,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,9,100111,1001,,,,,,,50.53203342416861,5.46796657583139,,,,26.543285455093184,3.9113123128676497,8.060112535054795,0.0,10.30056267527398,1.7167604458789965,0.14689375288254924,,,
3.0,robust90,upper_corner_by_monotonicity,10,010111,0101,,,,,,,51.23911761193191,4.76088238806809,,,,26.543285455093187,4.618396500630947,8.060112535054795,0.0,10.30056267527398,1.7167604458789965,0.14689375288254924,,,
3.0,robust95,upper_corner_by_monotonicity,1,111111,1111,,,,,,,44.6130828451173,11.386917154882703,,0.4914741690889741,0.4914741690889741,26.930388974173404,6.120542948675773,7.098064680972054,3.549032340486027,0.0,0.9150539008100449,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,2,101111,1011,,,,,,,45.10455701420627,10.895442985793728,,,,26.9303889741734,4.048910966397091,8.196538745843908,4.098269372921954,0.0,1.8304489548699228,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,3,011111,0111,,,,,,,45.79510100829917,10.20489899170083,,,,26.9303889741734,4.739454960489985,8.196538745843908,4.098269372921954,0.0,1.8304489548699228,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,4,001111,0011,,,,,,,46.44944479539305,9.550555204606951,,,,26.9303889741734,3.299943535014691,9.093905265516412,4.546952632758206,0.0,2.5782543879303432,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,5,110111,1101,,,,,,,46.55437390949154,9.445626090508462,,,,26.930388974173404,6.120542948675773,7.098064680972054,0.0,5.49032340486027,0.9150539008100449,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,6,101000,1010,,,,,,,49.73564585631712,6.26435414368288,,,,33.15709723754475,3.5453456990619596,8.68880194647361,4.344400973236805,-0.0,-0.0,0.30945600590710587,,,
3.0,robust95,upper_corner_by_monotonicity,7,111000,1110,,,,,,,49.74670578058932,6.253294219410677,,,,31.858940470403244,7.240668288728009,7.098064680972053,3.5490323404860264,-0.0,-0.0,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,8,110000,1100,,,,,,,51.68799684496358,4.312003155036422,,,,31.858940470403244,7.240668288728009,7.098064680972053,-0.0,5.49032340486027,-0.0,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,9,100111,1001,,,,,,,51.98898137050385,4.011018629496149,,,,26.9303889741734,4.048910966397091,8.196538745843908,0.0,10.982693729219537,1.8304489548699228,0.15469916524086647,,,
3.0,robust95,upper_corner_by_monotonicity,10,010111,0101,,,,,,,52.679525364596756,3.3204746354032437,,,,26.9303889741734,4.739454960489985,8.196538745843908,0.0,10.982693729219537,1.8304489548699228,0.15469916524086647,,,
4.0,nominal,point_estimate_reference,1,111111,1111,1.0,1.0,1.0,1.0,1.0,1.0,41.25,14.75,0.19999999999999996,1.9600000000000009,1.9600000000000009,27.5,2.5,7.5,2.5,0.0,1.2499999999999996,,,,
4.0,nominal,point_estimate_reference,2,101111,1011,1.0,0.0,1.0,1.0,1.0,1.0,43.21,12.79,0.19999999999999996,,,27.5,1.8599999999999999,8.7,2.9,0.0,2.2499999999999996,,,,
4.0,nominal,point_estimate_reference,3,011111,0111,0.0,1.0,1.0,1.0,1.0,1.0,43.21,12.79,0.19999999999999996,,,27.5,1.8599999999999999,8.7,2.9,0.0,2.2499999999999996,,,,
4.0,nominal,point_estimate_reference,4,001111,0011,0.0,0.0,1.0,1.0,1.0,1.0,44.906,11.094000000000001,0.19999999999999996,,,27.500000000000004,1.4760000000000002,9.66,3.2199999999999998,0.0,3.0500000000000007,,,,
4.0,nominal,point_estimate_reference,5,110111,1101,1.0,1.0,0.0,1.0,1.0,1.0,46.25,9.75,0.19999999999999996,,,27.5,2.5,7.5,0.0,7.499999999999997,1.2499999999999996,,,,
4.0,nominal,point_estimate_reference,6,111000,1110,1.0,1.0,1.0,0.0,0.0,0.0,47.49999999999999,8.500000000000007,0.19999999999999996,,,34.375,3.125,7.5,2.5,-0.0,-0.0,,,,
4.0,nominal,point_estimate_reference,7,101000,1010,1.0,0.0,1.0,0.0,0.0,0.0,50.39062499999999,5.609375000000007,0.36,,,35.9375,1.953125,9.375,3.125,-0.0,-0.0,,,,
4.0,nominal,point_estimate_reference,8,110000,1100,1.0,1.0,0.0,0.0,0.0,0.0,52.499999999999986,3.500000000000014,0.19999999999999996,,,34.375,3.125,7.5,-0.0,7.5,-0.0,,,,
4.0,nominal,point_estimate_reference,9,100111,1001,1.0,0.0,0.0,1.0,1.0,1.0,53.809999999999995,2.190000000000005,0.19999999999999996,,,27.5,1.8599999999999999,8.7,0.0,13.499999999999998,2.2499999999999996,,,,
4.0,nominal,point_estimate_reference,10,010111,0101,0.0,1.0,0.0,1.0,1.0,1.0,53.809999999999995,2.190000000000005,0.19999999999999996,,,27.5,1.8599999999999999,8.7,0.0,13.499999999999998,2.2499999999999996,,,,
4.0,robust90,upper_corner_by_monotonicity,1,111111,1111,,,,,,,46.13648415968294,9.863515840317064,,3.187700464436382,3.187700464436382,30.81023410765839,2.8009303734234896,8.088609082431256,2.6962030274770856,0.0,1.7405075686927143,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,2,011111,0111,,,,,,,49.32418462411932,6.675815375880681,,,,30.81023410765839,2.271260726378317,9.804318364653517,3.2681061215511717,0.0,3.1702653038779296,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,3,101111,1011,,,,,,,49.32418462411932,6.675815375880681,,,,30.81023410765839,2.271260726378317,9.804318364653517,3.2681061215511717,0.0,3.1702653038779296,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,4,001111,0011,,,,,,,51.75181706425055,4.248182935749448,,,,30.81023410765839,2.0445107893154084,11.029417923358505,3.676472641119502,0.0,4.191181602798754,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,5,110111,1101,,,,,,,53.883326544362134,2.1166734556378657,,,,30.81023410765839,2.8009303734234896,8.088609082431256,0.0,10.443045412156287,1.7405075686927143,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,6,111000,1110,,,,,,,56.09607382536997,-0.09607382536997022,,,,41.53532323917316,3.7759384762884687,8.088609082431256,2.696203027477086,-0.0,-0.0,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,7,101000,1010,,,,,,,62.30737614976856,-6.307376149768558,,,,44.559587053011,2.6440351916036957,11.327815428865406,3.775938476288469,-0.0,-0.0,0.4703303529548274,,,
4.0,robust90,upper_corner_by_monotonicity,8,110000,1100,,,,,,,63.84291621004917,-7.842916210049168,,,,41.53532323917316,3.7759384762884687,8.088609082431256,-0.0,10.443045412156287,-0.0,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,9,010111,0101,,,,,,,65.07767032583573,-9.077670325835726,,,,30.81023410765839,2.271260726378317,9.804318364653517,0.0,19.021591823267578,3.1702653038779296,0.25821609885533836,,,
4.0,robust90,upper_corner_by_monotonicity,10,100111,1001,,,,,,,65.07767032583573,-9.077670325835726,,,,30.81023410765839,2.271260726378317,9.804318364653517,0.0,19.021591823267578,3.1702653038779296,0.25821609885533836,,,
4.0,robust95,upper_corner_by_monotonicity,1,111111,1111,,,,,,,47.02443248645868,8.975567513541321,,3.3841139348864644,3.3841139348864644,31.418062618040654,2.8561875107309684,8.192391857394028,2.7307972857980096,0.0,1.8269932144950238,0.26761315810538155,,,
4.0,robust95,upper_corner_by_monotonicity,2,101111,1011,,,,,,,50.40854642134514,5.591453578654857,,,,31.418062618040654,2.3433452416971807,9.990987028434144,3.3303290094780484,0.0,3.325822523695121,0.26761315810538155,,,
4.0,robust95,upper_corner_by_monotonicity,3,011111,0111,,,,,,,50.40854642134515,5.59145357865485,,,,31.418062618040654,2.3433452416971807,9.990987028434144,3.3303290094780484,0.0,3.325822523695121,0.26761315810538155,,,
4.0,robust95,upper_corner_by_monotonicity,4,001111,0011,,,,,,,52.93195113074046,3.068048869259542,,,,31.418062618040658,2.137968182193202,11.250424767926123,3.7501415893087082,0.0,4.37535397327177,0.26761315810538155,,,
4.0,robust95,upper_corner_by_monotonicity,5,110111,1101,,,,,,,55.255594487630816,0.744405512369184,,,,31.418062618040654,2.8561875107309684,8.192391857394028,0.0,10.961959286970142,1.8269932144950238,0.26761315810538155,,,
4.0,robust95,upper_corner_by_monotonicity,6,111000,1110,,,,,,,57.72120375539785,-1.7212037553978519,,,,42.89818006118866,3.899834551017151,8.19239185739403,2.730797285798009,-0.0,-0.0,0.26761315810538155,,,
4.0,robust95,upper_corner_by_monotonicity,7,101000,1010,,,,,,,64.62117258638834,-8.62117258638834,,,,46.23716969768667,2.7846646846330754,11.699503653051455,3.899834551017152,-0.0,-0.0,0.48715773096621195,,,
4.0,robust95,upper_corner_by_monotonicity,8,110000,1100,,,,,,,65.95236575656999,-9.95236575656999,,,,42.89818006118866,3.899834551017151,8.19239185739403,-0.0,10.961959286970142,-0.0,0.26761315810538155,,,
