pF,replacement_loss,policy16,profit,gap,quality_axis
0.1,39.0,1111111111111101,42.24569333708362,2.3333333333333144,Q3-F: p_hat -> U95 simultaneous
0.1,40.0,1111111111111101,42.13458222597251,2.2222222222222,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,6.0,1111111111111101,45.817703361771095,1.8060677246926673,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,7.0,1111111111111101,45.70264822391084,2.001568582552437,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,8.0,1111111111111101,45.58759308605062,2.1970694404122355,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,9.0,1111111111111101,45.472537948190364,2.3925702982720054,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,10.0,1111111111111101,45.35748281033011,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,11.0,1111111111111101,45.24242767246989,2.404042375886945,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,12.0,1111111111111101,45.127372534609634,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,13.0,1111111111111101,45.01231739674938,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,14.0,1111111111111101,44.89726225888913,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,15.0,1111111111111101,44.782207121028904,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,16.0,1111111111111101,44.66715198316865,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,17.0,1111111111111101,44.5520968453084,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,18.0,1111111111111101,44.437041707448174,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,19.0,1111111111111101,44.32198656958792,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,20.0,1111111111111101,44.20693143172767,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,21.0,1111111111111101,44.091876293867415,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,22.0,1111111111111101,43.97682115600719,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,23.0,1111111111111101,43.86176601814694,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,24.0,1111111111111101,43.746710880286685,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,25.0,1111111111111101,43.63165574242646,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,26.0,1111111111111101,43.51660060456621,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,27.0,1111111111111101,43.401545466705954,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,28.0,1111111111111101,43.2864903288457,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,29.0,1111111111111101,43.17143519098548,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,30.0,1111111111111101,43.056380053125224,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,31.0,1111111111111101,42.94132491526497,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,32.0,1111111111111101,42.82626977740475,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,33.0,1111111111111101,42.711214639544494,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,34.0,1111111111111101,42.59615950168424,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,35.0,1111111111111101,42.481104363824016,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,36.0,1111111111111101,42.36604922596376,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,37.0,1111111111111101,42.25099408810351,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,38.0,1111111111111101,42.13593895024326,2.318235588472163,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,39.0,1111111111111101,42.02088381238303,2.2031804506119386,Q3-F: p_hat -> U95 simultaneous
0.10318336192865915,40.0,1111111111111101,41.90582867452278,2.0881253127516857,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,6.0,1111111111111101,45.722372334989046,1.8163117724555775,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,7.0,1111111111111101,45.60334507101288,2.0118126303153474,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,8.0,1111111111111101,45.48431780703672,2.2073134881751173,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,9.0,1111111111111101,45.36529054306055,2.402814346034887,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,10.0,1111111111111101,45.24626327908442,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,11.0,1111111111111101,45.12723601510825,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,12.0,1111111111111101,45.00820875113209,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,13.0,1111111111111101,44.88918148715592,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,14.0,1111111111111101,44.77015422317976,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,15.0,1111111111111101,44.651126959203594,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,16.0,1111111111111101,44.53209969522743,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,17.0,1111111111111101,44.413072431251265,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,18.0,1111111111111101,44.2940451672751,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,19.0,1111111111111101,44.17501790329894,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,20.0,1111111111111101,44.05599063932277,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,21.0,1111111111111101,43.93696337534661,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,22.0,1111111111111101,43.81793611137044,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,23.0,1111111111111101,43.69890884739428,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,24.0,1111111111111101,43.579881583418114,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,25.0,1111111111111101,43.46085431944195,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,26.0,1111111111111101,43.341827055465785,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,27.0,1111111111111101,43.22279979148962,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,28.0,1111111111111101,43.103772527513485,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,29.0,1111111111111101,42.98474526353732,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,30.0,1111111111111101,42.865717999561156,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,31.0,1111111111111101,42.74669073558499,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,32.0,1111111111111101,42.62766347160883,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,33.0,1111111111111101,42.50863620763266,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,34.0,1111111111111101,42.3896089436565,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,35.0,1111111111111101,42.27058167968033,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,36.0,1111111111111101,42.15155441570417,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,37.0,1111111111111101,42.032527151728004,2.310154816738958,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,38.0,1111111111111101,41.91349988775184,2.1911275527627936,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,39.0,1111111111111101,41.794472623775675,2.072100288786629,Q3-F: p_hat -> U95 simultaneous
0.10636672385731828,40.0,1111111111111101,41.67544535979951,1.9530730248104646,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,6.0,1111111111111101,45.62635969061924,1.8265558202184877,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,7.0,1111111111111101,45.50333189979435,2.022056678078286,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,8.0,1111111111111101,45.380304108969426,2.217557535938056,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,9.0,1111111111111101,45.257276318144534,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,10.0,1111111111111101,45.13424852731961,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,11.0,1111111111111101,45.01122073649472,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,12.0,1111111111111101,44.8881929456698,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,13.0,1111111111111101,44.76516515484491,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,14.0,1111111111111101,44.642137364020016,2.404042375886945,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,15.0,1111111111111101,44.519109573195095,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,16.0,1111111111111101,44.3960817823702,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,17.0,1111111111111101,44.27305399154528,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,18.0,1111111111111101,44.15002620072039,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,19.0,1111111111111101,44.02699840989547,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,20.0,1111111111111101,43.90397061907058,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,21.0,1111111111111101,43.78094282824566,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,22.0,1111111111111101,43.657915037420764,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,23.0,1111111111111101,43.534887246595844,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,24.0,1111111111111101,43.41185945577095,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,25.0,1111111111111101,43.28883166494603,2.4040423758868883,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,26.0,1111111111111101,43.16580387412114,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,27.0,1111111111111101,43.042776083296246,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,28.0,1111111111111101,42.919748292471326,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,29.0,1111111111111101,42.79672050164643,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,30.0,1111111111111101,42.67369271082151,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,31.0,1111111111111101,42.55066491999662,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,32.0,1111111111111101,42.4276371291717,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,33.0,1111111111111101,42.30460933834681,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,34.0,1111111111111101,42.18158154752189,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,35.0,1111111111111101,42.058553756696995,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,36.0,1111111111111101,41.9355259658721,2.3091662752528634,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,37.0,1111111111111101,41.81249817504718,2.186138484427943,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,38.0,1111111111111101,41.68947038422229,2.0631106936030505,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,39.0,1111111111111101,41.56644259339737,1.94008290277813,Q3-F: p_hat -> U95 simultaneous
0.10955008578597743,40.0,1111111111111101,41.44341480257248,1.8170551119532377,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,6.0,1111111111111101,45.529658092076716,1.8367998679814264,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,7.0,1111111111111101,45.40260106797919,2.032300725841168,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,8.0,1111111111111101,45.275544043881695,2.227801583700966,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,9.0,1111111111111101,45.14848701978417,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,10.0,1111111111111101,45.021429995686674,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,11.0,1111111111111101,44.89437297158915,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,12.0,1111111111111101,44.76731594749165,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,13.0,1111111111111101,44.64025892339413,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,14.0,1111111111111101,44.51320189929663,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,15.0,1111111111111101,44.38614487519911,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,16.0,1111111111111101,44.25908785110161,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,17.0,1111111111111101,44.13203082700409,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,18.0,1111111111111101,44.00497380290659,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,19.0,1111111111111101,43.877916778809066,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,20.0,1111111111111101,43.75085975471157,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,21.0,1111111111111101,43.623802730614045,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,22.0,1111111111111101,43.49674570651655,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,23.0,1111111111111101,43.369688682419024,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,24.0,1111111111111101,43.24263165832153,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,25.0,1111111111111101,43.115574634224004,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,26.0,1111111111111101,42.98851761012651,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,27.0,1111111111111101,42.86146058602898,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,28.0,1111111111111101,42.73440356193149,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,29.0,1111111111111101,42.60734653783396,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,30.0,1111111111111101,42.480289513736466,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,31.0,1111111111111101,42.35323248963894,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,32.0,1111111111111101,42.226175465541445,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,33.0,1111111111111101,42.09911844144392,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,34.0,1111111111111101,41.972061417346424,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,35.0,1111111111111101,41.8450043932489,2.315346301172184,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,36.0,1111111111111101,41.7179473691514,2.188289277074688,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,37.0,1111111111111101,41.59089034505388,2.061232252977163,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,38.0,1111111111111101,41.46383332095638,1.934175228879667,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,39.0,1111111111111101,41.33677629685886,1.8071182047821424,Q3-F: p_hat -> U95 simultaneous
0.11273344771463657,40.0,1111111111111101,41.20971927276136,1.6800611806846462,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,6.0,1111111111111101,45.4322600971077,1.8470439157443366,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,7.0,1111111111111101,45.3011448232198,2.0425447736041065,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,8.0,1111111111111101,45.17002954933193,2.2380456314638764,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,9.0,1111111111111101,45.03891427544403,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,10.0,1111111111111101,44.90779900155616,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,11.0,1111111111111101,44.77668372766826,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,12.0,1111111111111101,44.645568453780385,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,13.0,1111111111111101,44.514453179892485,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,14.0,1111111111111101,44.38333790600461,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,15.0,1111111111111101,44.25222263211671,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,16.0,1111111111111101,44.12110735822884,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,17.0,1111111111111101,43.98999208434094,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,18.0,1111111111111101,43.85887681045307,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,19.0,1111111111111101,43.72776153656517,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,20.0,1111111111111101,43.5966462626773,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,21.0,1111111111111101,43.465530988789396,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,22.0,1111111111111101,43.334415714901525,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,23.0,1111111111111101,43.203300441013624,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,24.0,1111111111111101,43.07218516712575,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,25.0,1111111111111101,42.94106989323785,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,26.0,1111111111111101,42.80995461934998,2.404042375886945,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,27.0,1111111111111101,42.67883934546208,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,28.0,1111111111111101,42.54772407157418,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,29.0,1111111111111101,42.41660879768631,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,30.0,1111111111111101,42.28549352379841,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,31.0,1111111111111101,42.154378249910536,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,32.0,1111111111111101,42.023262976022636,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,33.0,1111111111111101,41.892147702134764,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,34.0,1111111111111101,41.761032428246864,2.328772331139163,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,35.0,1111111111111101,41.62991715435899,2.1976570572512912,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,36.0,1111111111111101,41.49880188047109,2.066541783363391,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,37.0,1111111111111101,41.36768660658322,1.9354265094755192,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,38.0,1111111111111101,41.23657133269532,1.804311235587619,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,39.0,1111111111111101,41.10545605880745,1.6731959616997472,Q3-F: p_hat -> U95 simultaneous
0.1159168096432957,40.0,1111111111111101,40.97434078491955,1.542080687811847,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,6.0,1111111111111101,45.33415815588029,1.8572879635072184,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,7.0,1111111111111101,45.19895530110793,2.0527888213670167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,8.0,1111111111111101,45.06375244633557,2.2482896792267866,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,9.0,1111111111111101,44.92854959156321,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,10.0,1111111111111101,44.79334673679085,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,11.0,1111111111111101,44.65814388201849,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,12.0,1111111111111101,44.522941027246134,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,13.0,1111111111111101,44.387738172473775,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,14.0,1111111111111101,44.252535317701415,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,15.0,1111111111111101,44.117332462929056,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,16.0,1111111111111101,43.9821296081567,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,17.0,1111111111111101,43.84692675338434,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,18.0,1111111111111101,43.71172389861195,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,19.0,1111111111111101,43.57652104383959,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,20.0,1111111111111101,43.44131818906723,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,21.0,1111111111111101,43.30611533429487,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,22.0,1111111111111101,43.170912479522514,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,23.0,1111111111111101,43.035709624750154,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,24.0,1111111111111101,42.900506769977795,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,25.0,1111111111111101,42.765303915205436,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,26.0,1111111111111101,42.63010106043308,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,27.0,1111111111111101,42.49489820566072,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,28.0,1111111111111101,42.35969535088836,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,29.0,1111111111111101,42.224492496116,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,30.0,1111111111111101,42.08928964134364,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,31.0,1111111111111101,41.95408678657128,2.4040423758869167,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,32.0,1111111111111101,41.818883931798894,2.4040423758868883,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,33.0,1111111111111101,41.683681077026534,2.349522921146246,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,34.0,1111111111111101,41.548478222254175,2.2143200663738867,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,35.0,1111111111111101,41.413275367481816,2.0791172116015275,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,36.0,1111111111111101,41.27807251270946,1.9439143568291684,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,37.0,1111111111111101,41.1428696579371,1.8087115020568092,Q3-F: p_hat -> U95 simultaneous
0.11910017157195485,38.0,1111111111111101,41.00766680316474,1.67350864728445,Q3-F: p_hat -> U95 simultaneous
