parameter,value,profit_action_1,profit_action_0,difference_1_minus_0
inspect_H1,2.6,61.77777777777777,58.08377777777778,3.6939999999999884
inspect_H1,2.7,61.666666666666686,58.053666666666686,3.6129999999999995
inspect_H1,2.8000000000000003,61.55555555555554,58.02355555555556,3.5319999999999823
inspect_H1,2.9000000000000004,61.44444444444446,57.993444444444464,3.4509999999999934
inspect_H1,3.0,61.333333333333314,57.96333333333334,3.369999999999976
inspect_H1,3.1,61.22222222222223,57.93322222222224,3.2889999999999873
inspect_H1,3.2,61.111111111111086,57.903111111111116,3.20799999999997
inspect_H1,3.3000000000000003,61.0,57.87300000000002,3.126999999999981
inspect_H1,3.4000000000000004,60.888888888888914,57.84288888888889,3.0460000000000207
inspect_H1,3.5,60.77777777777777,57.8127777777778,2.964999999999975
inspect_H1,3.6,60.666666666666686,57.78266666666667,2.8840000000000146
inspect_H1,3.7,60.55555555555554,57.752555555555574,2.802999999999969
inspect_H1,3.8000000000000003,60.44444444444446,57.72244444444445,2.7220000000000084
inspect_H1,3.9000000000000004,60.333333333333314,57.69233333333335,2.6409999999999627
inspect_H1,4.0,60.22222222222223,57.662222222222226,2.5600000000000023
inspect_H1,4.1000000000000005,60.111111111111086,57.63211111111113,2.4789999999999566
inspect_H1,4.2,60.0,57.602000000000004,2.397999999999996
inspect_H1,4.3,59.888888888888914,57.57188888888891,2.3170000000000073
inspect_H1,4.4,59.77777777777777,57.54177777777778,2.23599999999999
inspect_H1,4.5,59.666666666666686,57.511666666666684,2.155000000000001
inspect_H1,4.6000000000000005,59.55555555555554,57.48155555555556,2.073999999999984
inspect_H1,4.7,59.44444444444446,57.45144444444446,1.992999999999995
inspect_H1,4.800000000000001,59.333333333333314,57.42133333333334,1.9119999999999777
inspect_H1,4.9,59.22222222222223,57.39122222222224,1.8309999999999889
inspect_H1,5.0,59.111111111111086,57.361111111111114,1.7499999999999716
inspect_H1,5.1000000000000005,59.0,57.33100000000002,1.6689999999999827
inspect_H1,5.2,58.88888888888886,57.30088888888889,1.5879999999999654
inspect_H1,5.300000000000001,58.77777777777777,57.270777777777795,1.5069999999999766
inspect_H1,5.4,58.666666666666686,57.24066666666667,1.4260000000000161
inspect_H1,5.5,58.55555555555554,57.21055555555557,1.3449999999999704
inspect_H1,5.6000000000000005,58.44444444444446,57.18044444444445,1.26400000000001
inspect_H1,5.7,58.333333333333314,57.15033333333335,1.1829999999999643
inspect_H1,5.800000000000001,58.22222222222223,57.120222222222225,1.1020000000000039
inspect_H1,5.9,58.111111111111086,57.09011111111113,1.0209999999999582
inspect_H1,6.0,58.0,57.06,0.9399999999999977
inspect_H1,6.1000000000000005,57.88888888888886,57.029888888888905,0.858999999999952
inspect_H1,6.2,57.77777777777777,56.99977777777778,0.7779999999999916
inspect_H1,6.300000000000001,57.666666666666686,56.96966666666668,0.6970000000000027
inspect_H1,6.4,57.55555555555554,56.93955555555556,0.6159999999999854
inspect_H1,6.5,57.44444444444446,56.90944444444446,0.5349999999999966
inspect_H1,6.6000000000000005,57.333333333333314,56.879333333333335,0.4539999999999793
inspect_H1,6.7,57.22222222222223,56.84922222222224,0.37299999999999045
inspect_H1,6.800000000000001,57.111111111111086,56.81911111111111,0.29199999999997317
inspect_H1,6.9,57.0,56.789000000000016,0.2109999999999843
inspect_H1,7.0,56.88888888888886,56.75888888888889,0.12999999999996703
inspect_H1,7.1000000000000005,56.77777777777777,56.72877777777779,0.04899999999997817
inspect_H1,7.160493827160494,56.71056241426612,56.71056241426612,0.0
inspect_H1,7.2,56.666666666666686,56.69866666666667,-0.031999999999982265
inspect_H1,7.300000000000001,56.55555555555554,56.66855555555557,-0.11300000000002797
inspect_H1,7.4,56.44444444444446,56.638444444444445,-0.1939999999999884
inspect_H1,7.5,56.333333333333314,56.60833333333335,-0.2750000000000341
inspect_H1,7.6000000000000005,56.22222222222223,56.57822222222222,-0.35599999999999454
inspect_H1,7.7,56.111111111111086,56.548111111111126,-0.43700000000004025
inspect_H1,7.800000000000001,56.0,56.518,-0.5180000000000007
inspect_H1,7.9,55.888888888888914,56.487888888888904,-0.5989999999999895
inspect_H1,8.0,55.77777777777777,56.45777777777778,-0.6800000000000068
inspect_H1,8.1,55.666666666666686,56.42766666666668,-0.7609999999999957
inspect_H1,8.200000000000001,55.55555555555554,56.397555555555556,-0.842000000000013
inspect_H1,8.3,55.44444444444446,56.36744444444446,-0.9230000000000018
inspect_H1,8.4,55.333333333333314,56.33733333333333,-1.004000000000019
inspect_H1,8.5,55.22222222222223,56.30722222222224,-1.085000000000008
inspect_H1,8.6,55.111111111111086,56.27711111111111,-1.1660000000000252
inspect_H1,8.700000000000001,55.0,56.247000000000014,-1.247000000000014
inspect_H1,8.8,54.888888888888914,56.21688888888889,-1.3279999999999745
inspect_H1,8.9,54.77777777777777,56.18677777777779,-1.4090000000000202
inspect_H1,9.0,54.666666666666686,56.156666666666666,-1.4899999999999807
inspect_H1,9.1,54.55555555555554,56.12655555555557,-1.5710000000000264
inspect_H1,9.200000000000001,54.44444444444446,56.096444444444444,-1.6519999999999868
inspect_H1,9.3,54.333333333333314,56.06633333333335,-1.7330000000000325
inspect_H1,9.4,54.22222222222223,56.03622222222222,-1.813999999999993
inspect_H1,9.5,54.111111111111086,56.006111111111125,-1.8950000000000387
inspect_H1,9.600000000000001,54.0,55.976,-1.975999999999999
inspect_H1,9.700000000000001,53.88888888888886,55.9458888888889,-2.057000000000045
inspect_H1,9.8,53.77777777777777,55.91577777777778,-2.1380000000000052
inspect_H1,9.9,53.666666666666686,55.88566666666668,-2.218999999999994
inspect_H1,10.0,53.55555555555554,55.855555555555554,-2.3000000000000114
disasm_H1,0.0,60.88888888888886,57.679012345678984,3.209876543209873
disasm_H1,0.25,60.861111111111086,57.679012345678984,3.1820987654321016
disasm_H1,0.5,60.833333333333314,57.679012345678984,3.15432098765433
disasm_H1,0.75,60.80555555555554,57.679012345678984,3.1265432098765586
disasm_H1,1.0,60.77777777777777,57.679012345678984,3.098765432098787
disasm_H1,1.25,60.75,57.679012345678984,3.0709876543210157
disasm_H1,1.5,60.72222222222223,57.679012345678984,3.0432098765432443
disasm_H1,1.75,60.69444444444446,57.679012345678984,3.015432098765473
disasm_H1,2.0,60.666666666666686,57.679012345678984,2.9876543209877013
disasm_H1,2.25,60.63888888888886,57.679012345678984,2.959876543209873
disasm_H1,2.5,60.611111111111086,57.679012345678984,2.9320987654321016
disasm_H1,2.75,60.583333333333314,57.679012345678984,2.90432098765433
disasm_H1,3.0,60.55555555555554,57.679012345678984,2.8765432098765586
disasm_H1,3.25,60.52777777777777,57.679012345678984,2.848765432098787
disasm_H1,3.5,60.5,57.679012345678984,2.8209876543210157
disasm_H1,3.75,60.47222222222223,57.679012345678984,2.7932098765432443
disasm_H1,4.0,60.44444444444446,57.679012345678984,2.765432098765473
disasm_H1,4.25,60.416666666666686,57.679012345678984,2.7376543209877013
disasm_H1,4.5,60.38888888888886,57.679012345678984,2.709876543209873
disasm_H1,4.75,60.361111111111086,57.679012345678984,2.6820987654321016
disasm_H1,5.0,60.333333333333314,57.679012345678984,2.65432098765433
disasm_H1,5.25,60.30555555555554,57.679012345678984,2.6265432098765586
disasm_H1,5.5,60.27777777777777,57.679012345678984,2.598765432098787
disasm_H1,5.75,60.25,57.679012345678984,2.5709876543210157
disasm_H1,6.0,60.22222222222223,57.679012345678984,2.5432098765432443
disasm_H1,6.25,60.19444444444446,57.679012345678984,2.515432098765473
disasm_H1,6.5,60.166666666666686,57.679012345678984,2.4876543209877013
disasm_H1,6.75,60.13888888888886,57.679012345678984,2.459876543209873
disasm_H1,7.0,60.111111111111086,57.679012345678984,2.4320987654321016
disasm_H1,7.25,60.083333333333314,57.679012345678984,2.40432098765433
disasm_H1,7.5,60.05555555555554,57.679012345678984,2.3765432098765586
disasm_H1,7.75,60.02777777777777,57.679012345678984,2.348765432098787
disasm_H1,8.0,60.0,57.679012345678984,2.3209876543210157
disasm_H1,8.25,59.97222222222223,57.679012345678984,2.2932098765432443
disasm_H1,8.5,59.94444444444446,57.679012345678984,2.265432098765473
disasm_H1,8.75,59.916666666666686,57.679012345678984,2.2376543209877013
disasm_H1,9.0,59.88888888888886,57.679012345678984,2.209876543209873
disasm_H1,9.25,59.861111111111086,57.679012345678984,2.1820987654321016
disasm_H1,9.5,59.833333333333314,57.679012345678984,2.15432098765433
disasm_H1,9.75,59.80555555555554,57.679012345678984,2.1265432098765586
disasm_H1,10.0,59.77777777777777,57.679012345678984,2.098765432098787
disasm_H1,10.25,59.75,57.679012345678984,2.0709876543210157
disasm_H1,10.5,59.72222222222223,57.679012345678984,2.0432098765432443
disasm_H1,10.75,59.69444444444446,57.679012345678984,2.015432098765473
disasm_H1,11.0,59.666666666666686,57.679012345678984,1.9876543209877013
disasm_H1,11.25,59.63888888888886,57.679012345678984,1.959876543209873
disasm_H1,11.5,59.611111111111086,57.679012345678984,1.9320987654321016
disasm_H1,11.75,59.583333333333314,57.679012345678984,1.90432098765433
disasm_H1,12.0,59.55555555555554,57.679012345678984,1.8765432098765586
disasm_H1,12.25,59.52777777777777,57.679012345678984,1.8487654320987872
disasm_H1,12.5,59.5,57.679012345678984,1.8209876543210157
disasm_H1,12.75,59.47222222222223,57.679012345678984,1.7932098765432443
disasm_H1,13.0,59.44444444444446,57.679012345678984,1.7654320987654728
disasm_H1,13.25,59.416666666666686,57.679012345678984,1.7376543209877013
disasm_H1,13.5,59.38888888888886,57.679012345678984,1.709876543209873
disasm_H1,13.75,59.361111111111086,57.679012345678984,1.6820987654321016
disasm_H1,14.0,59.333333333333314,57.679012345678984,1.65432098765433
disasm_H1,14.25,59.30555555555554,57.679012345678984,1.6265432098765586
disasm_H1,14.5,59.27777777777777,57.679012345678984,1.5987654320987872
disasm_H1,14.75,59.25,57.679012345678984,1.5709876543210157
disasm_H1,15.0,59.22222222222223,57.679012345678984,1.5432098765432443
disasm_H1,15.25,59.19444444444446,57.679012345678984,1.5154320987654728
disasm_H1,15.5,59.166666666666686,57.679012345678984,1.4876543209877013
disasm_H1,15.75,59.13888888888886,57.679012345678984,1.459876543209873
disasm_H1,16.0,59.111111111111086,57.679012345678984,1.4320987654321016
disasm_H1,16.25,59.083333333333314,57.679012345678984,1.40432098765433
disasm_H1,16.5,59.05555555555554,57.679012345678984,1.3765432098765586
disasm_H1,16.75,59.02777777777777,57.679012345678984,1.3487654320987872
disasm_H1,17.0,59.0,57.679012345678984,1.3209876543210157
disasm_H1,17.25,58.97222222222223,57.679012345678984,1.2932098765432443
disasm_H1,17.5,58.94444444444446,57.679012345678984,1.2654320987654728
disasm_H1,17.75,58.916666666666686,57.679012345678984,1.2376543209877013
disasm_H1,18.0,58.88888888888886,57.679012345678984,1.209876543209873
disasm_H1,18.25,58.861111111111086,57.679012345678984,1.1820987654321016
disasm_H1,18.5,58.833333333333314,57.679012345678984,1.15432098765433
disasm_H1,18.75,58.80555555555554,57.679012345678984,1.1265432098765586
disasm_H1,19.0,58.77777777777777,57.679012345678984,1.0987654320987872
disasm_H1,19.25,58.75,57.679012345678984,1.0709876543210157
disasm_H1,19.5,58.72222222222223,57.679012345678984,1.0432098765432443
disasm_H1,19.75,58.69444444444446,57.679012345678984,1.0154320987654728
disasm_H1,20.0,58.666666666666686,57.679012345678984,0.9876543209877013
disasm_H1,20.25,58.63888888888886,57.679012345678984,0.959876543209873
disasm_H1,20.5,58.611111111111086,57.679012345678984,0.9320987654321016
disasm_H1,20.75,58.583333333333314,57.679012345678984,0.9043209876543301
disasm_H1,21.0,58.55555555555554,57.679012345678984,0.8765432098765586
disasm_H1,21.25,58.52777777777777,57.679012345678984,0.8487654320987872
disasm_H1,21.5,58.5,57.679012345678984,0.8209876543210157
disasm_H1,21.75,58.47222222222223,57.679012345678984,0.7932098765432443
disasm_H1,22.0,58.44444444444446,57.679012345678984,0.7654320987654728
disasm_H1,22.25,58.416666666666686,57.679012345678984,0.7376543209877013
disasm_H1,22.5,58.388888888888914,57.679012345678984,0.7098765432099299
disasm_H1,22.75,58.361111111111086,57.679012345678984,0.6820987654321016
disasm_H1,23.0,58.333333333333314,57.679012345678984,0.6543209876543301
disasm_H1,23.25,58.30555555555554,57.679012345678984,0.6265432098765586
disasm_H1,23.5,58.27777777777777,57.679012345678984,0.5987654320987872
disasm_H1,23.75,58.25,57.679012345678984,0.5709876543210157
disasm_H1,24.0,58.22222222222223,57.679012345678984,0.5432098765432443
disasm_H1,24.25,58.19444444444446,57.679012345678984,0.5154320987654728
disasm_H1,24.5,58.166666666666686,57.679012345678984,0.48765432098770134
disasm_H1,24.75,58.138888888888914,57.679012345678984,0.4598765432099299
disasm_H1,25.0,58.111111111111086,57.679012345678984,0.4320987654321016
disasm_H1,25.25,58.083333333333314,57.679012345678984,0.4043209876543301
disasm_H1,25.5,58.05555555555554,57.679012345678984,0.37654320987655865
disasm_H1,25.75,58.02777777777777,57.679012345678984,0.3487654320987872
disasm_H1,26.0,58.0,57.679012345678984,0.3209876543210157
disasm_H1,26.25,57.97222222222223,57.679012345678984,0.29320987654324426
disasm_H1,26.5,57.94444444444446,57.679012345678984,0.2654320987654728
disasm_H1,26.75,57.916666666666686,57.679012345678984,0.23765432098770134
disasm_H1,27.0,57.888888888888914,57.679012345678984,0.20987654320992988
disasm_H1,27.25,57.861111111111086,57.679012345678984,0.18209876543210157
disasm_H1,27.5,57.833333333333314,57.679012345678984,0.1543209876543301
disasm_H1,27.75,57.80555555555554,57.679012345678984,0.12654320987655865
disasm_H1,28.0,57.77777777777777,57.679012345678984,0.09876543209878719
disasm_H1,28.25,57.75,57.679012345678984,0.07098765432101573
disasm_H1,28.5,57.72222222222223,57.679012345678984,0.04320987654324426
disasm_H1,28.75,57.69444444444446,57.679012345678984,0.015432098765472801
disasm_H1,28.88888888888889,57.679012345678984,57.679012345678984,0.0
disasm_H1,29.0,57.666666666666686,57.679012345678984,-0.01234567901229866
disasm_H1,29.25,57.638888888888914,57.679012345678984,-0.04012345679007012
disasm_H1,29.5,57.611111111111086,57.679012345678984,-0.06790123456789843
disasm_H1,29.75,57.583333333333314,57.679012345678984,-0.09567901234566989
disasm_H1,30.0,57.55555555555554,57.679012345678984,-0.12345679012344135
disasm_H1,30.25,57.52777777777777,57.679012345678984,-0.1512345679012128
disasm_H1,30.5,57.5,57.679012345678984,-0.17901234567898427
disasm_H1,30.75,57.47222222222223,57.679012345678984,-0.20679012345675574
disasm_H1,31.0,57.44444444444446,57.679012345678984,-0.2345679012345272
disasm_H1,31.25,57.416666666666686,57.679012345678984,-0.26234567901229866
disasm_H1,31.5,57.388888888888914,57.679012345678984,-0.2901234567900701
disasm_H1,31.75,57.361111111111086,57.679012345678984,-0.3179012345678984
disasm_H1,32.0,57.333333333333314,57.679012345678984,-0.3456790123456699
disasm_H1,32.25,57.30555555555554,57.679012345678984,-0.37345679012344135
disasm_H1,32.5,57.27777777777777,57.679012345678984,-0.4012345679012128
disasm_H1,32.75,57.25,57.679012345678984,-0.4290123456789843
disasm_H1,33.0,57.22222222222223,57.679012345678984,-0.45679012345675574
disasm_H1,33.25,57.19444444444446,57.679012345678984,-0.4845679012345272
disasm_H1,33.5,57.166666666666686,57.679012345678984,-0.5123456790122987
disasm_H1,33.75,57.138888888888914,57.679012345678984,-0.5401234567900701
disasm_H1,34.0,57.111111111111086,57.679012345678984,-0.5679012345678984
disasm_H1,34.25,57.083333333333314,57.679012345678984,-0.5956790123456699
disasm_H1,34.5,57.05555555555554,57.679012345678984,-0.6234567901234414
disasm_H1,34.75,57.02777777777777,57.679012345678984,-0.6512345679012128
disasm_H1,35.0,57.0,57.679012345678984,-0.6790123456789843
disasm_H1,35.25,56.97222222222223,57.679012345678984,-0.7067901234567557
disasm_H1,35.5,56.94444444444446,57.679012345678984,-0.7345679012345272
disasm_H1,35.75,56.916666666666686,57.679012345678984,-0.7623456790122987
disasm_H1,36.0,56.888888888888914,57.679012345678984,-0.7901234567900701
disasm_H1,36.25,56.861111111111086,57.679012345678984,-0.8179012345678984
disasm_H1,36.5,56.833333333333314,57.679012345678984,-0.8456790123456699
disasm_H1,36.75,56.80555555555554,57.679012345678984,-0.8734567901234414
disasm_H1,37.0,56.77777777777777,57.679012345678984,-0.9012345679012128
disasm_H1,37.25,56.75,57.679012345678984,-0.9290123456789843
disasm_H1,37.5,56.72222222222223,57.679012345678984,-0.9567901234567557
disasm_H1,37.75,56.69444444444446,57.679012345678984,-0.9845679012345272
disasm_H1,38.0,56.666666666666686,57.679012345678984,-1.0123456790122987
disasm_H1,38.25,56.638888888888914,57.679012345678984,-1.0401234567900701
disasm_H1,38.5,56.611111111111086,57.679012345678984,-1.0679012345678984
disasm_H1,38.75,56.583333333333314,57.679012345678984,-1.09567901234567
disasm_H1,39.0,56.55555555555554,57.679012345678984,-1.1234567901234414
disasm_H1,39.25,56.52777777777777,57.679012345678984,-1.1512345679012128
disasm_H1,39.5,56.5,57.679012345678984,-1.1790123456789843
disasm_H1,39.75,56.47222222222223,57.679012345678984,-1.2067901234567557
disasm_H1,40.0,56.44444444444446,57.679012345678984,-1.2345679012345272
disasm_F,0.0,61.33333333333334,47.40740740740742,13.925925925925924
disasm_F,1.0,61.22222222222223,47.40740740740742,13.81481481481481
disasm_F,2.0,61.11111111111114,47.40740740740742,13.703703703703724
disasm_F,3.0,61.00000000000003,47.40740740740742,13.59259259259261
disasm_F,4.0,60.888888888888914,47.40740740740742,13.481481481481495
disasm_F,5.0,60.7777777777778,47.40740740740742,13.370370370370381
disasm_F,6.0,60.666666666666686,47.40740740740742,13.259259259259267
disasm_F,7.0,60.55555555555557,47.40740740740742,13.148148148148152
disasm_F,8.0,60.44444444444446,47.40740740740742,13.037037037037038
disasm_F,9.0,60.33333333333334,47.40740740740742,12.925925925925924
disasm_F,10.0,60.22222222222223,47.40740740740742,12.81481481481481
disasm_F,11.0,60.11111111111114,47.40740740740742,12.703703703703724
disasm_F,12.0,60.00000000000003,47.40740740740742,12.59259259259261
disasm_F,13.0,59.888888888888914,47.40740740740742,12.481481481481495
disasm_F,14.0,59.7777777777778,47.40740740740742,12.370370370370381
disasm_F,15.0,59.666666666666686,47.40740740740742,12.259259259259267
disasm_F,16.0,59.55555555555557,47.40740740740742,12.148148148148152
disasm_F,17.0,59.44444444444446,47.40740740740742,12.037037037037038
disasm_F,18.0,59.33333333333334,47.40740740740742,11.925925925925924
disasm_F,19.0,59.22222222222223,47.40740740740742,11.81481481481481
disasm_F,20.0,59.11111111111114,47.40740740740742,11.703703703703724
disasm_F,21.0,59.00000000000003,47.40740740740742,11.59259259259261
disasm_F,22.0,58.888888888888914,47.40740740740742,11.481481481481495
disasm_F,23.0,58.7777777777778,47.40740740740742,11.370370370370381
disasm_F,24.0,58.666666666666686,47.40740740740742,11.259259259259267
disasm_F,25.0,58.55555555555557,47.40740740740742,11.148148148148152
disasm_F,26.0,58.44444444444446,47.40740740740742,11.037037037037038
disasm_F,27.0,58.33333333333334,47.40740740740742,10.925925925925924
disasm_F,28.0,58.22222222222223,47.40740740740742,10.81481481481481
disasm_F,29.0,58.11111111111114,47.40740740740742,10.703703703703724
disasm_F,30.0,58.00000000000003,47.40740740740742,10.59259259259261
disasm_F,31.0,57.888888888888914,47.40740740740742,10.481481481481495
disasm_F,32.0,57.7777777777778,47.40740740740742,10.370370370370381
disasm_F,33.0,57.666666666666686,47.40740740740742,10.259259259259267
disasm_F,34.0,57.55555555555557,47.40740740740742,10.148148148148152
disasm_F,35.0,57.44444444444446,47.40740740740742,10.037037037037038
disasm_F,36.0,57.33333333333334,47.40740740740742,9.925925925925924
disasm_F,37.0,57.22222222222223,47.40740740740742,9.81481481481481
disasm_F,38.0,57.11111111111114,47.40740740740742,9.703703703703724
disasm_F,39.0,57.00000000000003,47.40740740740742,9.59259259259261
disasm_F,40.0,56.888888888888914,47.40740740740742,9.481481481481495
disasm_F,41.0,56.7777777777778,47.40740740740742,9.370370370370381
disasm_F,42.0,56.666666666666686,47.40740740740742,9.259259259259267
disasm_F,43.0,56.55555555555557,47.40740740740742,9.148148148148152
disasm_F,44.0,56.44444444444446,47.40740740740742,9.037037037037038
disasm_F,45.0,56.33333333333334,47.40740740740742,8.925925925925924
disasm_F,46.0,56.22222222222226,47.40740740740742,8.814814814814838
disasm_F,47.0,56.11111111111114,47.40740740740742,8.703703703703724
disasm_F,48.0,56.00000000000003,47.40740740740742,8.59259259259261
disasm_F,49.0,55.888888888888914,47.40740740740742,8.481481481481495
disasm_F,50.0,55.7777777777778,47.40740740740742,8.370370370370381
disasm_F,51.0,55.666666666666686,47.40740740740742,8.259259259259267
disasm_F,52.0,55.55555555555557,47.40740740740742,8.148148148148152
disasm_F,53.0,55.44444444444446,47.40740740740742,8.037037037037038
disasm_F,54.0,55.33333333333334,47.40740740740742,7.925925925925924
disasm_F,55.0,55.22222222222226,47.40740740740742,7.814814814814838
disasm_F,56.0,55.11111111111114,47.40740740740742,7.703703703703724
disasm_F,57.0,55.00000000000003,47.40740740740742,7.592592592592609
disasm_F,58.0,54.888888888888914,47.40740740740742,7.481481481481495
disasm_F,59.0,54.7777777777778,47.40740740740742,7.370370370370381
disasm_F,60.0,54.666666666666686,47.40740740740742,7.259259259259267
disasm_F,61.0,54.55555555555557,47.40740740740742,7.148148148148152
disasm_F,62.0,54.44444444444446,47.40740740740742,7.037037037037038
disasm_F,63.0,54.33333333333334,47.40740740740742,6.925925925925924
disasm_F,64.0,54.22222222222226,47.40740740740742,6.814814814814838
disasm_F,65.0,54.11111111111114,47.40740740740742,6.703703703703724
disasm_F,66.0,54.00000000000003,47.40740740740742,6.592592592592609
disasm_F,67.0,53.888888888888914,47.40740740740742,6.481481481481495
disasm_F,68.0,53.7777777777778,47.40740740740742,6.370370370370381
disasm_F,69.0,53.666666666666686,47.40740740740742,6.259259259259267
disasm_F,70.0,53.55555555555557,47.40740740740742,6.148148148148152
disasm_F,71.0,53.44444444444446,47.40740740740742,6.037037037037038
disasm_F,72.0,53.33333333333334,47.40740740740742,5.925925925925924
disasm_F,73.0,53.22222222222223,47.40740740740742,5.8148148148148096
disasm_F,74.0,53.11111111111114,47.40740740740742,5.703703703703724
disasm_F,75.0,53.00000000000003,47.40740740740742,5.592592592592609
disasm_F,76.0,52.888888888888914,47.40740740740742,5.481481481481495
disasm_F,77.0,52.7777777777778,47.40740740740742,5.370370370370381
disasm_F,78.0,52.666666666666686,47.40740740740742,5.259259259259267
disasm_F,79.0,52.55555555555557,47.40740740740742,5.148148148148152
disasm_F,80.0,52.44444444444446,47.40740740740742,5.037037037037038
disasm_F,81.0,52.33333333333334,47.40740740740742,4.925925925925924
disasm_F,82.0,52.22222222222223,47.40740740740742,4.8148148148148096
disasm_F,83.0,52.11111111111114,47.40740740740742,4.703703703703724
disasm_F,84.0,52.00000000000003,47.40740740740742,4.592592592592609
disasm_F,85.0,51.888888888888914,47.40740740740742,4.481481481481495
disasm_F,86.0,51.7777777777778,47.40740740740742,4.370370370370381
disasm_F,87.0,51.666666666666686,47.40740740740742,4.259259259259267
disasm_F,88.0,51.55555555555557,47.40740740740742,4.148148148148152
disasm_F,89.0,51.44444444444446,47.40740740740742,4.037037037037038
disasm_F,90.0,51.33333333333334,47.40740740740742,3.925925925925924
disasm_F,91.0,51.22222222222223,47.40740740740742,3.8148148148148096
disasm_F,92.0,51.11111111111114,47.40740740740742,3.7037037037037237
disasm_F,93.0,51.00000000000003,47.40740740740742,3.5925925925926094
disasm_F,94.0,50.888888888888914,47.40740740740742,3.481481481481495
disasm_F,95.0,50.7777777777778,47.40740740740742,3.370370370370381
disasm_F,96.0,50.666666666666686,47.40740740740742,3.2592592592592666
disasm_F,97.0,50.55555555555557,47.40740740740742,3.1481481481481524
disasm_F,98.0,50.44444444444446,47.40740740740742,3.037037037037038
disasm_F,99.0,50.33333333333334,47.40740740740742,2.925925925925924
disasm_F,100.0,50.22222222222223,47.40740740740742,2.8148148148148096
disasm_F,101.0,50.11111111111114,47.40740740740742,2.7037037037037237
disasm_F,102.0,50.00000000000003,47.40740740740742,2.5925925925926094
disasm_F,103.0,49.888888888888914,47.40740740740742,2.481481481481495
disasm_F,104.0,49.7777777777778,47.40740740740742,2.370370370370381
disasm_F,105.0,49.666666666666686,47.40740740740742,2.2592592592592666
disasm_F,106.0,49.55555555555557,47.40740740740742,2.1481481481481524
disasm_F,107.0,49.44444444444446,47.40740740740742,2.037037037037038
disasm_F,108.0,49.33333333333334,47.40740740740742,1.9259259259259238
disasm_F,109.0,49.22222222222223,47.40740740740742,1.8148148148148096
disasm_F,110.0,49.11111111111114,47.40740740740742,1.7037037037037237
disasm_F,111.0,49.00000000000003,47.40740740740742,1.5925925925926094
disasm_F,112.0,48.888888888888914,47.40740740740742,1.4814814814814952
disasm_F,113.0,48.7777777777778,47.40740740740742,1.370370370370381
disasm_F,114.0,48.666666666666686,47.40740740740742,1.2592592592592666
disasm_F,115.0,48.55555555555557,47.40740740740742,1.1481481481481524
disasm_F,116.0,48.44444444444446,47.40740740740742,1.037037037037038
disasm_F,117.0,48.33333333333337,47.40740740740742,0.9259259259259522
disasm_F,118.0,48.22222222222223,47.40740740740742,0.8148148148148096
disasm_F,119.0,48.11111111111114,47.40740740740742,0.7037037037037237
disasm_F,120.0,48.00000000000003,47.40740740740742,0.5925925925926094
disasm_F,121.0,47.888888888888914,47.40740740740742,0.48148148148149517
disasm_F,122.0,47.7777777777778,47.40740740740742,0.3703703703703809
disasm_F,123.0,47.666666666666686,47.40740740740742,0.25925925925926663
disasm_F,124.0,47.55555555555557,47.40740740740742,0.14814814814815236
disasm_F,125.0,47.44444444444446,47.40740740740742,0.03703703703703809
disasm_F,125.33333333333333,47.40740740740745,47.40740740740742,2.842170943040401e-14
disasm_F,126.0,47.33333333333337,47.40740740740742,-0.07407407407404776
