component,inspect_cost,profit_if_inspect,profit_if_not_inspect,profit_diff_inspect_minus_no,preferred
C1,2.4000000000000004,58.666666666666686,58.810666666666634,-0.1439999999999486,no_inspect
C1,2.45,58.611111111111086,58.7956111111111,-0.1845000000000141,no_inspect
C1,2.5,58.55555555555554,58.780555555555566,-0.22500000000002274,no_inspect
C1,2.5500000000000003,58.5,58.765499999999975,-0.26549999999997453,no_inspect
C1,2.6,58.44444444444446,58.75044444444444,-0.3059999999999832,no_inspect
C1,2.6500000000000004,58.38888888888886,58.735388888888906,-0.34650000000004866,no_inspect
C1,2.7,58.333333333333314,58.720333333333315,-0.38700000000000045,no_inspect
C1,2.75,58.27777777777777,58.70527777777778,-0.4275000000000091,no_inspect
C1,2.8000000000000003,58.22222222222223,58.69022222222219,-0.4679999999999609,no_inspect
C1,2.85,58.166666666666686,58.675166666666655,-0.5084999999999695,no_inspect
C1,2.9000000000000004,58.111111111111086,58.66011111111112,-0.549000000000035,no_inspect
C1,2.95,58.05555555555554,58.64505555555553,-0.5894999999999868,no_inspect
C1,3.0,58.0,58.629999999999995,-0.6299999999999955,no_inspect
C1,3.0500000000000003,57.94444444444446,58.61494444444446,-0.6705000000000041,no_inspect
C1,3.1,57.88888888888886,58.59988888888887,-0.7110000000000127,no_inspect
C1,3.1500000000000004,57.833333333333314,58.584833333333336,-0.7515000000000214,no_inspect
C1,3.2,57.77777777777777,58.569777777777745,-0.7919999999999732,no_inspect
C1,3.25,57.72222222222223,58.55472222222221,-0.8324999999999818,no_inspect
C1,3.3000000000000003,57.666666666666686,58.539666666666676,-0.8729999999999905,no_inspect
C1,3.35,57.611111111111086,58.524611111111085,-0.9134999999999991,no_inspect
C1,3.4000000000000004,57.55555555555554,58.50955555555555,-0.9540000000000077,no_inspect
C1,3.45,57.5,58.494500000000016,-0.9945000000000164,no_inspect
C1,3.5,57.44444444444446,58.479444444444425,-1.0349999999999682,no_inspect
C1,3.5500000000000003,57.38888888888886,58.46438888888889,-1.0755000000000337,no_inspect
C1,3.6,57.333333333333314,58.4493333333333,-1.1159999999999854,no_inspect
C1,3.6500000000000004,57.27777777777777,58.434277777777766,-1.156499999999994,no_inspect
C1,3.7,57.22222222222223,58.41922222222223,-1.1970000000000027,no_inspect
C1,3.75,57.166666666666686,58.40416666666664,-1.2374999999999545,no_inspect
C1,3.8000000000000003,57.111111111111086,58.389111111111106,-1.27800000000002,no_inspect
C1,3.85,57.05555555555554,58.37405555555557,-1.3185000000000286,no_inspect
C1,3.9000000000000004,57.0,58.35899999999998,-1.3589999999999804,no_inspect
C1,3.95,56.94444444444446,58.343944444444446,-1.399499999999989,no_inspect
C1,4.0,56.88888888888886,58.328888888888855,-1.4399999999999977,no_inspect
C2,0.0,61.333333333333314,59.5333333333333,1.8000000000000114,inspect
C2,0.05,61.27777777777777,59.51827777777777,1.7595000000000027,inspect
C2,0.1,61.22222222222223,59.503222222222234,1.718999999999994,inspect
C2,0.15000000000000002,61.166666666666686,59.48816666666664,1.6785000000000423,inspect
C2,0.2,61.111111111111086,59.47311111111111,1.6379999999999768,inspect
C2,0.25,61.05555555555554,59.458055555555575,1.5974999999999682,inspect
C2,0.30000000000000004,61.0,59.442999999999984,1.5570000000000164,inspect
C2,0.35000000000000003,60.94444444444446,59.42794444444445,1.5165000000000077,inspect
C2,0.4,60.88888888888886,59.41288888888886,1.475999999999999,inspect
C2,0.45,60.833333333333314,59.397833333333324,1.4354999999999905,inspect
C2,0.5,60.77777777777777,59.38277777777779,1.3949999999999818,inspect
C2,0.55,60.72222222222223,59.3677222222222,1.35450000000003,inspect
C2,0.6000000000000001,60.666666666666686,59.352666666666664,1.3140000000000214,inspect
C2,0.65,60.611111111111086,59.33761111111113,1.273499999999956,inspect
C2,0.7000000000000001,60.55555555555554,59.32255555555554,1.233000000000004,inspect
C2,0.75,60.5,59.307500000000005,1.1924999999999955,inspect
C2,0.8,60.44444444444446,59.29244444444441,1.1520000000000437,inspect
C2,0.8500000000000001,60.38888888888886,59.27738888888888,1.1114999999999782,inspect
C2,0.9,60.333333333333314,59.262333333333345,1.0709999999999695,inspect
C2,0.9500000000000001,60.27777777777777,59.247277777777754,1.0305000000000177,inspect
C2,1.0,60.22222222222223,59.23222222222222,0.9900000000000091,inspect
C2,1.05,60.166666666666686,59.217166666666685,0.9495000000000005,inspect
C2,1.1,60.111111111111086,59.202111111111094,0.9089999999999918,inspect
C2,1.1500000000000001,60.05555555555554,59.18705555555556,0.8684999999999832,inspect
C2,1.2000000000000002,60.0,59.172000000000025,0.8279999999999745,inspect
C2,1.25,59.94444444444446,59.156944444444434,0.7875000000000227,inspect
C2,1.3,59.88888888888886,59.1418888888889,0.7469999999999573,inspect
C2,1.35,59.833333333333314,59.12683333333331,0.7065000000000055,inspect
C2,1.4000000000000001,59.77777777777777,59.111777777777775,0.6659999999999968,inspect
C2,1.4500000000000002,59.72222222222223,59.09672222222224,0.6254999999999882,inspect
C2,1.5,59.666666666666686,59.08166666666665,0.5850000000000364,inspect
C2,1.55,59.611111111111086,59.066611111111115,0.5444999999999709,inspect
C2,1.6,59.55555555555554,59.05155555555558,0.5039999999999623,inspect
C2,1.6500000000000001,59.5,59.03649999999999,0.46350000000001046,inspect
C2,1.7000000000000002,59.44444444444446,59.021444444444455,0.4230000000000018,inspect
C2,1.75,59.38888888888886,59.006388888888864,0.3824999999999932,inspect
C2,1.8,59.333333333333314,58.99133333333333,0.34199999999998454,inspect
C2,1.85,59.27777777777777,58.976277777777796,0.3014999999999759,inspect
C2,1.9000000000000001,59.22222222222223,58.961222222222204,0.2610000000000241,inspect
C2,1.9500000000000002,59.166666666666686,58.94616666666667,0.22050000000001546,inspect
C2,2.0,59.111111111111086,58.931111111111136,0.17999999999994998,inspect
C2,2.0500000000000003,59.05555555555554,58.916055555555545,0.13949999999999818,inspect
C2,2.1,59.0,58.90100000000001,0.09899999999998954,inspect
C2,2.15,58.94444444444446,58.88594444444442,0.058500000000037744,inspect
C2,2.2,58.88888888888886,58.870888888888885,0.01799999999997226,inspect
C2,2.2222222222222223,58.8641975308642,58.8641975308642,0.0,tie
C2,2.25,58.833333333333314,58.85583333333335,-0.02250000000003638,no_inspect
C2,2.3000000000000003,58.77777777777777,58.84077777777776,-0.06299999999998818,no_inspect
C2,2.35,58.72222222222223,58.825722222222225,-0.10349999999999682,no_inspect
C2,2.4000000000000004,58.666666666666686,58.81066666666669,-0.14400000000000546,no_inspect
C2,2.45,58.611111111111086,58.7956111111111,-0.1845000000000141,no_inspect
C2,2.5,58.55555555555554,58.780555555555566,-0.22500000000002274,no_inspect
C2,2.5500000000000003,58.5,58.765499999999975,-0.26549999999997453,no_inspect
C2,2.6,58.44444444444446,58.75044444444444,-0.3059999999999832,no_inspect
C2,2.6500000000000004,58.38888888888886,58.735388888888906,-0.34650000000004866,no_inspect
C2,2.7,58.333333333333314,58.720333333333315,-0.38700000000000045,no_inspect
C2,2.75,58.27777777777777,58.70527777777778,-0.4275000000000091,no_inspect
C2,2.8000000000000003,58.22222222222223,58.690222222222246,-0.46800000000001774,no_inspect
C2,2.85,58.166666666666686,58.675166666666655,-0.5084999999999695,no_inspect
C2,2.9000000000000004,58.111111111111086,58.66011111111112,-0.549000000000035,no_inspect
C2,2.95,58.05555555555554,58.64505555555553,-0.5894999999999868,no_inspect
C2,3.0,58.0,58.629999999999995,-0.6299999999999955,no_inspect
C2,3.0500000000000003,57.94444444444446,58.61494444444446,-0.6705000000000041,no_inspect
C2,3.1,57.88888888888886,58.59988888888887,-0.7110000000000127,no_inspect
C2,3.1500000000000004,57.833333333333314,58.584833333333336,-0.7515000000000214,no_inspect
C2,3.2,57.77777777777777,58.5697777777778,-0.79200000000003,no_inspect
C2,3.25,57.72222222222223,58.55472222222221,-0.8324999999999818,no_inspect
C2,3.3000000000000003,57.666666666666686,58.539666666666676,-0.8729999999999905,no_inspect
C2,3.35,57.611111111111086,58.524611111111085,-0.9134999999999991,no_inspect
C2,3.4000000000000004,57.55555555555554,58.50955555555555,-0.9540000000000077,no_inspect
C2,3.45,57.5,58.494500000000016,-0.9945000000000164,no_inspect
C2,3.5,57.44444444444446,58.479444444444425,-1.0349999999999682,no_inspect
C2,3.5500000000000003,57.38888888888886,58.46438888888889,-1.0755000000000337,no_inspect
C2,3.6,57.333333333333314,58.44933333333336,-1.1160000000000423,no_inspect
C2,3.6500000000000004,57.27777777777777,58.434277777777766,-1.156499999999994,no_inspect
C2,3.7,57.22222222222223,58.41922222222223,-1.1970000000000027,no_inspect
C2,3.75,57.166666666666686,58.40416666666664,-1.2374999999999545,no_inspect
C2,3.8000000000000003,57.111111111111086,58.389111111111106,-1.27800000000002,no_inspect
C2,3.85,57.05555555555554,58.37405555555557,-1.3185000000000286,no_inspect
C2,3.9000000000000004,57.0,58.35899999999998,-1.3589999999999804,no_inspect
C2,3.95,56.94444444444446,58.343944444444446,-1.399499999999989,no_inspect
C2,4.0,56.88888888888886,58.32888888888891,-1.4400000000000546,no_inspect
C3,0.0,62.44444444444446,60.644444444444446,1.8000000000000114,inspect
C3,0.05,62.38888888888886,60.62938888888891,1.7594999999999459,inspect
C3,0.1,62.333333333333314,60.61433333333332,1.718999999999994,inspect
C3,0.15000000000000002,62.27777777777777,60.599277777777786,1.6784999999999854,inspect
C3,0.2,62.22222222222223,60.584222222222195,1.6380000000000337,inspect
C3,0.25,62.166666666666686,60.56916666666666,1.597500000000025,inspect
C3,0.30000000000000004,62.111111111111086,60.554111111111126,1.5569999999999595,inspect
C3,0.35000000000000003,62.05555555555554,60.539055555555535,1.5165000000000077,inspect
C3,0.4,62.0,60.524,1.475999999999999,inspect
C3,0.45,61.94444444444446,60.50894444444447,1.4354999999999905,inspect
C3,0.5,61.88888888888886,60.493888888888875,1.3949999999999818,inspect
C3,0.55,61.833333333333314,60.47883333333334,1.3544999999999732,inspect
C3,0.6000000000000001,61.77777777777777,60.46377777777775,1.3140000000000214,inspect
C3,0.65,61.72222222222223,60.448722222222216,1.2735000000000127,inspect
C3,0.7000000000000001,61.666666666666686,60.43366666666668,1.233000000000004,inspect
C3,0.75,61.611111111111086,60.41861111111109,1.1924999999999955,inspect
C3,0.8,61.55555555555554,60.403555555555556,1.1519999999999868,inspect
C3,0.8500000000000001,61.5,60.38850000000002,1.1114999999999782,inspect
C3,0.9,61.44444444444446,60.37344444444443,1.0710000000000264,inspect
C3,0.9500000000000001,61.38888888888886,60.358388888888896,1.030499999999961,inspect
C3,1.0,61.333333333333314,60.343333333333305,0.9900000000000091,inspect
C3,1.05,61.27777777777777,60.32827777777777,0.9495000000000005,inspect
C3,1.1,61.22222222222223,60.31322222222224,0.9089999999999918,inspect
C3,1.1500000000000001,61.166666666666686,60.298166666666646,0.86850000000004,inspect
C3,1.2000000000000002,61.111111111111086,60.28311111111111,0.8279999999999745,inspect
C3,1.25,61.05555555555554,60.26805555555558,0.7874999999999659,inspect
C3,1.3,61.0,60.252999999999986,0.7470000000000141,inspect
C3,1.35,60.94444444444446,60.23794444444445,0.7065000000000055,inspect
C3,1.4000000000000001,60.88888888888886,60.22288888888886,0.6659999999999968,inspect
C3,1.4500000000000002,60.833333333333314,60.207833333333326,0.6254999999999882,inspect
C3,1.5,60.77777777777777,60.19277777777779,0.5849999999999795,inspect
C3,1.55,60.72222222222223,60.1777222222222,0.5445000000000277,inspect
C3,1.6,60.666666666666686,60.16266666666667,0.5040000000000191,inspect
C3,1.6500000000000001,60.611111111111086,60.14761111111113,0.4634999999999536,inspect
C3,1.7000000000000002,60.55555555555554,60.13255555555554,0.4230000000000018,inspect
C3,1.75,60.5,60.11750000000001,0.3824999999999932,inspect
C3,1.8,60.44444444444446,60.102444444444416,0.3420000000000414,inspect
C3,1.85,60.38888888888886,60.08738888888888,0.3014999999999759,inspect
C3,1.9000000000000001,60.333333333333314,60.07233333333335,0.26099999999996726,inspect
C3,1.9500000000000002,60.27777777777777,60.057277777777756,0.22050000000001546,inspect
C3,2.0,60.22222222222223,60.04222222222222,0.18000000000000682,inspect
C3,2.0500000000000003,60.166666666666686,60.02716666666669,0.13949999999999818,inspect
C3,2.1,60.111111111111086,60.012111111111096,0.09899999999998954,inspect
C3,2.15,60.05555555555554,59.99705555555556,0.0584999999999809,inspect
C3,2.2,60.0,59.98199999999997,0.018000000000029104,inspect
C3,2.2222222222222223,59.97530864197529,59.97530864197529,0.0,tie
C3,2.25,59.94444444444446,59.96694444444444,-0.022499999999979536,no_inspect
C3,2.3000000000000003,59.88888888888886,59.9518888888889,-0.06300000000004502,no_inspect
C3,2.35,59.833333333333314,59.93683333333331,-0.10349999999999682,no_inspect
C3,2.4000000000000004,59.77777777777777,59.92177777777778,-0.14400000000000546,no_inspect
C3,2.45,59.72222222222223,59.90672222222224,-0.1845000000000141,no_inspect
C3,2.5,59.666666666666686,59.89166666666665,-0.2249999999999659,no_inspect
C3,2.5500000000000003,59.611111111111086,59.87661111111112,-0.2655000000000314,no_inspect
C3,2.6,59.55555555555554,59.861555555555526,-0.3059999999999832,no_inspect
C3,2.6500000000000004,59.5,59.84649999999999,-0.3464999999999918,no_inspect
C3,2.7,59.44444444444446,59.83144444444446,-0.38700000000000045,no_inspect
C3,2.75,59.38888888888886,59.816388888888866,-0.4275000000000091,no_inspect
C3,2.8000000000000003,59.333333333333314,59.80133333333333,-0.46800000000001774,no_inspect
C3,2.85,59.27777777777777,59.7862777777778,-0.5085000000000264,no_inspect
C3,2.9000000000000004,59.22222222222223,59.77122222222221,-0.5489999999999782,no_inspect
C3,2.95,59.166666666666686,59.75616666666667,-0.5894999999999868,no_inspect
C3,3.0,59.111111111111086,59.74111111111114,-0.6300000000000523,no_inspect
C3,3.0500000000000003,59.05555555555554,59.72605555555555,-0.6705000000000041,no_inspect
C3,3.1,59.0,59.71100000000001,-0.7110000000000127,no_inspect
C3,3.1500000000000004,58.94444444444446,59.69594444444442,-0.7514999999999645,no_inspect
C3,3.2,58.88888888888886,59.68088888888889,-0.79200000000003,no_inspect
C3,3.25,58.833333333333314,59.66583333333335,-0.8325000000000387,no_inspect
C3,3.3000000000000003,58.77777777777777,59.65077777777776,-0.8729999999999905,no_inspect
C3,3.35,58.72222222222223,59.63572222222223,-0.9134999999999991,no_inspect
C3,3.4000000000000004,58.666666666666686,59.62066666666669,-0.9540000000000077,no_inspect
C3,3.45,58.611111111111086,59.6056111111111,-0.9945000000000164,no_inspect
C3,3.5,58.55555555555554,59.59055555555557,-1.035000000000025,no_inspect
C3,3.5500000000000003,58.5,59.57549999999998,-1.0754999999999768,no_inspect
C3,3.6,58.44444444444446,59.56044444444444,-1.1159999999999854,no_inspect
C3,3.6500000000000004,58.38888888888886,59.54538888888891,-1.156500000000051,no_inspect
C3,3.7,58.333333333333314,59.53033333333332,-1.1970000000000027,no_inspect
C3,3.75,58.27777777777777,59.51527777777778,-1.2375000000000114,no_inspect
C3,3.8000000000000003,58.22222222222223,59.50022222222225,-1.27800000000002,no_inspect
C3,3.85,58.166666666666686,59.48516666666666,-1.3184999999999718,no_inspect
C3,3.9000000000000004,58.111111111111086,59.47011111111112,-1.3590000000000373,no_inspect
C3,3.95,58.05555555555554,59.45505555555553,-1.399499999999989,no_inspect
C3,4.0,58.0,59.44,-1.4399999999999977,no_inspect
C4,0.0,61.333333333333314,59.5333333333333,1.8000000000000114,inspect
C4,0.05,61.27777777777777,59.51827777777777,1.7595000000000027,inspect
C4,0.1,61.22222222222223,59.503222222222234,1.718999999999994,inspect
C4,0.15000000000000002,61.166666666666686,59.48816666666664,1.6785000000000423,inspect
C4,0.2,61.111111111111086,59.47311111111111,1.6379999999999768,inspect
C4,0.25,61.05555555555554,59.458055555555575,1.5974999999999682,inspect
C4,0.30000000000000004,61.0,59.442999999999984,1.5570000000000164,inspect
C4,0.35000000000000003,60.94444444444446,59.42794444444445,1.5165000000000077,inspect
C4,0.4,60.88888888888886,59.41288888888886,1.475999999999999,inspect
C4,0.45,60.833333333333314,59.397833333333324,1.4354999999999905,inspect
C4,0.5,60.77777777777777,59.38277777777779,1.3949999999999818,inspect
C4,0.55,60.72222222222223,59.3677222222222,1.35450000000003,inspect
C4,0.6000000000000001,60.666666666666686,59.352666666666664,1.3140000000000214,inspect
C4,0.65,60.611111111111086,59.33761111111113,1.273499999999956,inspect
C4,0.7000000000000001,60.55555555555554,59.32255555555554,1.233000000000004,inspect
C4,0.75,60.5,59.307500000000005,1.1924999999999955,inspect
C4,0.8,60.44444444444446,59.29244444444441,1.1520000000000437,inspect
C4,0.8500000000000001,60.38888888888886,59.27738888888888,1.1114999999999782,inspect
C4,0.9,60.333333333333314,59.262333333333345,1.0709999999999695,inspect
C4,0.9500000000000001,60.27777777777777,59.247277777777754,1.0305000000000177,inspect
C4,1.0,60.22222222222223,59.23222222222222,0.9900000000000091,inspect
C4,1.05,60.166666666666686,59.217166666666685,0.9495000000000005,inspect
C4,1.1,60.111111111111086,59.202111111111094,0.9089999999999918,inspect
C4,1.1500000000000001,60.05555555555554,59.18705555555556,0.8684999999999832,inspect
C4,1.2000000000000002,60.0,59.17199999999997,0.8280000000000314,inspect
C4,1.25,59.94444444444446,59.156944444444434,0.7875000000000227,inspect
C4,1.3,59.88888888888886,59.1418888888889,0.7469999999999573,inspect
C4,1.35,59.833333333333314,59.12683333333331,0.7065000000000055,inspect
C4,1.4000000000000001,59.77777777777777,59.111777777777775,0.6659999999999968,inspect
C4,1.4500000000000002,59.72222222222223,59.09672222222224,0.6254999999999882,inspect
C4,1.5,59.666666666666686,59.08166666666665,0.5850000000000364,inspect
C4,1.55,59.611111111111086,59.066611111111115,0.5444999999999709,inspect
C4,1.6,59.55555555555554,59.051555555555524,0.5040000000000191,inspect
C4,1.6500000000000001,59.5,59.03649999999999,0.46350000000001046,inspect
C4,1.7000000000000002,59.44444444444446,59.021444444444455,0.4230000000000018,inspect
C4,1.75,59.38888888888886,59.006388888888864,0.3824999999999932,inspect
C4,1.8,59.333333333333314,58.99133333333333,0.34199999999998454,inspect
C4,1.85,59.27777777777777,58.976277777777796,0.3014999999999759,inspect
C4,1.9000000000000001,59.22222222222223,58.961222222222204,0.2610000000000241,inspect
C4,1.9500000000000002,59.166666666666686,58.94616666666667,0.22050000000001546,inspect
C4,2.0,59.111111111111086,58.93111111111108,0.18000000000000682,inspect
C4,2.0500000000000003,59.05555555555554,58.916055555555545,0.13949999999999818,inspect
C4,2.1,59.0,58.90100000000001,0.09899999999998954,inspect
C4,2.15,58.94444444444446,58.88594444444442,0.058500000000037744,inspect
C4,2.2,58.88888888888886,58.870888888888885,0.01799999999997226,inspect
C4,2.2222222222222223,58.8641975308642,58.8641975308642,0.0,tie
C4,2.25,58.833333333333314,58.85583333333335,-0.02250000000003638,no_inspect
C4,2.3000000000000003,58.77777777777777,58.84077777777776,-0.06299999999998818,no_inspect
C4,2.35,58.72222222222223,58.825722222222225,-0.10349999999999682,no_inspect
C4,2.4000000000000004,58.666666666666686,58.810666666666634,-0.1439999999999486,no_inspect
C4,2.45,58.611111111111086,58.7956111111111,-0.1845000000000141,no_inspect
C4,2.5,58.55555555555554,58.780555555555566,-0.22500000000002274,no_inspect
C4,2.5500000000000003,58.5,58.765499999999975,-0.26549999999997453,no_inspect
C4,2.6,58.44444444444446,58.75044444444444,-0.3059999999999832,no_inspect
C4,2.6500000000000004,58.38888888888886,58.735388888888906,-0.34650000000004866,no_inspect
C4,2.7,58.333333333333314,58.720333333333315,-0.38700000000000045,no_inspect
C4,2.75,58.27777777777777,58.70527777777778,-0.4275000000000091,no_inspect
C4,2.8000000000000003,58.22222222222223,58.69022222222219,-0.4679999999999609,no_inspect
C4,2.85,58.166666666666686,58.675166666666655,-0.5084999999999695,no_inspect
C4,2.9000000000000004,58.111111111111086,58.66011111111112,-0.549000000000035,no_inspect
C4,2.95,58.05555555555554,58.64505555555553,-0.5894999999999868,no_inspect
C4,3.0,58.0,58.629999999999995,-0.6299999999999955,no_inspect
C4,3.0500000000000003,57.94444444444446,58.61494444444446,-0.6705000000000041,no_inspect
C4,3.1,57.88888888888886,58.59988888888887,-0.7110000000000127,no_inspect
C4,3.1500000000000004,57.833333333333314,58.584833333333336,-0.7515000000000214,no_inspect
C4,3.2,57.77777777777777,58.569777777777745,-0.7919999999999732,no_inspect
C4,3.25,57.72222222222223,58.55472222222221,-0.8324999999999818,no_inspect
C4,3.3000000000000003,57.666666666666686,58.539666666666676,-0.8729999999999905,no_inspect
C4,3.35,57.611111111111086,58.524611111111085,-0.9134999999999991,no_inspect
C4,3.4000000000000004,57.55555555555554,58.50955555555555,-0.9540000000000077,no_inspect
C4,3.45,57.5,58.494500000000016,-0.9945000000000164,no_inspect
C4,3.5,57.44444444444446,58.479444444444425,-1.0349999999999682,no_inspect
C4,3.5500000000000003,57.38888888888886,58.46438888888889,-1.0755000000000337,no_inspect
C4,3.6,57.333333333333314,58.4493333333333,-1.1159999999999854,no_inspect
C4,3.6500000000000004,57.27777777777777,58.434277777777766,-1.156499999999994,no_inspect
C4,3.7,57.22222222222223,58.41922222222223,-1.1970000000000027,no_inspect
C4,3.75,57.166666666666686,58.40416666666664,-1.2374999999999545,no_inspect
C4,3.8000000000000003,57.111111111111086,58.389111111111106,-1.27800000000002,no_inspect
C4,3.85,57.05555555555554,58.37405555555557,-1.3185000000000286,no_inspect
C4,3.9000000000000004,57.0,58.35899999999998,-1.3589999999999804,no_inspect
C4,3.95,56.94444444444446,58.343944444444446,-1.399499999999989,no_inspect
C4,4.0,56.88888888888886,58.328888888888855,-1.4399999999999977,no_inspect
C5,0.0,61.333333333333314,59.5333333333333,1.8000000000000114,inspect
C5,0.05,61.27777777777777,59.51827777777777,1.7595000000000027,inspect
C5,0.1,61.22222222222223,59.503222222222234,1.718999999999994,inspect
C5,0.15000000000000002,61.166666666666686,59.48816666666664,1.6785000000000423,inspect
C5,0.2,61.111111111111086,59.47311111111111,1.6379999999999768,inspect
C5,0.25,61.05555555555554,59.458055555555575,1.5974999999999682,inspect
C5,0.30000000000000004,61.0,59.442999999999984,1.5570000000000164,inspect
C5,0.35000000000000003,60.94444444444446,59.42794444444445,1.5165000000000077,inspect
C5,0.4,60.88888888888886,59.41288888888886,1.475999999999999,inspect
C5,0.45,60.833333333333314,59.397833333333324,1.4354999999999905,inspect
C5,0.5,60.77777777777777,59.38277777777779,1.3949999999999818,inspect
C5,0.55,60.72222222222223,59.3677222222222,1.35450000000003,inspect
C5,0.6000000000000001,60.666666666666686,59.352666666666664,1.3140000000000214,inspect
C5,0.65,60.611111111111086,59.33761111111113,1.273499999999956,inspect
C5,0.7000000000000001,60.55555555555554,59.32255555555554,1.233000000000004,inspect
C5,0.75,60.5,59.307500000000005,1.1924999999999955,inspect
C5,0.8,60.44444444444446,59.29244444444441,1.1520000000000437,inspect
C5,0.8500000000000001,60.38888888888886,59.27738888888888,1.1114999999999782,inspect
C5,0.9,60.333333333333314,59.262333333333345,1.0709999999999695,inspect
C5,0.9500000000000001,60.27777777777777,59.247277777777754,1.0305000000000177,inspect
C5,1.0,60.22222222222223,59.23222222222222,0.9900000000000091,inspect
C5,1.05,60.166666666666686,59.217166666666685,0.9495000000000005,inspect
C5,1.1,60.111111111111086,59.202111111111094,0.9089999999999918,inspect
C5,1.1500000000000001,60.05555555555554,59.18705555555556,0.8684999999999832,inspect
C5,1.2000000000000002,60.0,59.172000000000025,0.8279999999999745,inspect
C5,1.25,59.94444444444446,59.156944444444434,0.7875000000000227,inspect
C5,1.3,59.88888888888886,59.1418888888889,0.7469999999999573,inspect
C5,1.35,59.833333333333314,59.12683333333331,0.7065000000000055,inspect
C5,1.4000000000000001,59.77777777777777,59.111777777777775,0.6659999999999968,inspect
C5,1.4500000000000002,59.72222222222223,59.09672222222224,0.6254999999999882,inspect
C5,1.5,59.666666666666686,59.08166666666665,0.5850000000000364,inspect
C5,1.55,59.611111111111086,59.066611111111115,0.5444999999999709,inspect
C5,1.6,59.55555555555554,59.05155555555558,0.5039999999999623,inspect
