p_final,replacement_loss,profit_no_final_inspection,profit_final_inspection,profit_diff_inspect_minus_no,preferred,analytic_rule
0.055,15.0,64.74603174603178,59.269841269841294,-5.476190476190482,no_inspect,no_inspect
0.055,17.5,64.60052910052912,59.269841269841294,-5.330687830687822,no_inspect,no_inspect
0.055,20.0,64.45502645502648,59.269841269841294,-5.1851851851851904,no_inspect,no_inspect
0.055,22.5,64.30952380952382,59.269841269841294,-5.039682539682531,no_inspect,no_inspect
0.055,25.0,64.1640211640212,59.269841269841294,-4.894179894179899,no_inspect,no_inspect
0.055,27.5,64.01851851851853,59.269841269841294,-4.7486772486772395,no_inspect,no_inspect
0.055,30.0,63.8730158730159,59.269841269841294,-4.603174603174608,no_inspect,no_inspect
0.055,32.5,63.72751322751324,59.269841269841294,-4.457671957671948,no_inspect,no_inspect
0.055,35.0,63.58201058201061,59.269841269841294,-4.312169312169317,no_inspect,no_inspect
0.055,37.5,63.43650793650795,59.269841269841294,-4.166666666666657,no_inspect,no_inspect
0.055,40.0,63.29100529100532,59.269841269841294,-4.021164021164026,no_inspect,no_inspect
0.055,42.5,63.14550264550266,59.269841269841294,-3.875661375661366,no_inspect,no_inspect
0.055,45.0,63.00000000000003,59.269841269841294,-3.7301587301587347,no_inspect,no_inspect
0.055,47.5,62.85449735449737,59.269841269841294,-3.584656084656075,no_inspect,no_inspect
0.055,50.0,62.70899470899474,59.269841269841294,-3.4391534391534435,no_inspect,no_inspect
0.055,52.5,62.56349206349208,59.269841269841294,-3.2936507936507837,no_inspect,no_inspect
0.055,55.0,62.417989417989446,59.269841269841294,-3.1481481481481524,no_inspect,no_inspect
0.055,57.5,62.272486772486786,59.269841269841294,-3.0026455026454926,no_inspect,no_inspect
0.055,60.0,62.126984126984155,59.269841269841294,-2.857142857142861,no_inspect,no_inspect
0.055,62.5,61.981481481481495,59.269841269841294,-2.7116402116402014,no_inspect,no_inspect
0.055,65.0,61.835978835978864,59.269841269841294,-2.56613756613757,no_inspect,no_inspect
0.055,67.5,61.690476190476204,59.269841269841294,-2.4206349206349103,no_inspect,no_inspect
0.055,70.0,61.54497354497357,59.269841269841294,-2.275132275132279,no_inspect,no_inspect
0.055,72.5,61.39947089947091,59.269841269841294,-2.129629629629619,no_inspect,no_inspect
0.055,75.0,61.25396825396828,59.269841269841294,-1.9841269841269877,no_inspect,no_inspect
0.055,77.5,61.10846560846562,59.269841269841294,-1.838624338624328,no_inspect,no_inspect
0.055,80.0,60.96296296296299,59.269841269841294,-1.6931216931216966,no_inspect,no_inspect
0.055,82.5,60.81746031746033,59.269841269841294,-1.5476190476190368,no_inspect,no_inspect
0.055,85.0,60.67195767195767,59.269841269841294,-1.402116402116377,no_inspect,no_inspect
0.055,87.5,60.52645502645504,59.269841269841294,-1.2566137566137456,no_inspect,no_inspect
0.055,90.0,60.38095238095241,59.269841269841294,-1.1111111111111143,no_inspect,no_inspect
0.055,92.5,60.23544973544975,59.269841269841294,-0.9656084656084545,no_inspect,no_inspect
0.055,95.0,60.08994708994709,59.269841269841294,-0.8201058201057947,no_inspect,no_inspect
0.055,97.5,59.94444444444446,59.269841269841294,-0.6746031746031633,no_inspect,no_inspect
0.055,100.0,59.798941798941826,59.269841269841294,-0.529100529100532,no_inspect,no_inspect
0.06,0.0,65.51773049645391,59.13475177304966,-6.38297872340425,no_inspect,no_inspect
0.06,2.5,65.35815602836882,59.13475177304966,-6.223404255319167,no_inspect,no_inspect
0.06,5.0,65.19858156028371,59.13475177304966,-6.063829787234056,no_inspect,no_inspect
0.06,7.5,65.0390070921986,59.13475177304966,-5.904255319148945,no_inspect,no_inspect
0.06,10.0,64.87943262411349,59.13475177304966,-5.744680851063833,no_inspect,no_inspect
0.06,12.5,64.71985815602838,59.13475177304966,-5.585106382978722,no_inspect,no_inspect
0.06,15.0,64.56028368794327,59.13475177304966,-5.425531914893611,no_inspect,no_inspect
0.06,17.5,64.40070921985819,59.13475177304966,-5.265957446808528,no_inspect,no_inspect
0.06,20.0,64.24113475177307,59.13475177304966,-5.106382978723417,no_inspect,no_inspect
0.06,22.5,64.08156028368796,59.13475177304966,-4.946808510638306,no_inspect,no_inspect
0.06,25.0,63.92198581560285,59.13475177304966,-4.7872340425531945,no_inspect,no_inspect
0.06,27.5,63.76241134751774,59.13475177304966,-4.627659574468083,no_inspect,no_inspect
0.06,30.0,63.60283687943263,59.13475177304966,-4.468085106382972,no_inspect,no_inspect
0.06,32.5,63.44326241134755,59.13475177304966,-4.308510638297889,no_inspect,no_inspect
0.06,35.0,63.283687943262436,59.13475177304966,-4.148936170212778,no_inspect,no_inspect
0.06,37.5,63.124113475177325,59.13475177304966,-3.989361702127667,no_inspect,no_inspect
0.06,40.0,62.96453900709221,59.13475177304966,-3.8297872340425556,no_inspect,no_inspect
0.06,42.5,62.8049645390071,59.13475177304966,-3.6702127659574444,no_inspect,no_inspect
0.06,45.0,62.64539007092199,59.13475177304966,-3.510638297872333,no_inspect,no_inspect
0.06,47.5,62.48581560283691,59.13475177304966,-3.3510638297872504,no_inspect,no_inspect
0.06,50.0,62.3262411347518,59.13475177304966,-3.191489361702139,no_inspect,no_inspect
0.06,52.5,62.166666666666686,59.13475177304966,-3.031914893617028,no_inspect,no_inspect
0.06,55.0,62.007092198581574,59.13475177304966,-2.8723404255319167,no_inspect,no_inspect
0.06,57.5,61.84751773049646,59.13475177304966,-2.7127659574468055,no_inspect,no_inspect
0.06,60.0,61.68794326241135,59.13475177304966,-2.5531914893616943,no_inspect,no_inspect
0.06,62.5,61.52836879432624,59.13475177304966,-2.393617021276583,no_inspect,no_inspect
0.06,65.0,61.36879432624116,59.13475177304966,-2.2340425531915002,no_inspect,no_inspect
0.06,67.5,61.20921985815605,59.13475177304966,-2.074468085106389,no_inspect,no_inspect
0.06,70.0,61.049645390070935,59.13475177304966,-1.9148936170212778,no_inspect,no_inspect
0.06,72.5,60.890070921985824,59.13475177304966,-1.7553191489361666,no_inspect,no_inspect
0.06,75.0,60.73049645390071,59.13475177304966,-1.5957446808510554,no_inspect,no_inspect
0.06,77.5,60.57092198581563,59.13475177304966,-1.4361702127659726,no_inspect,no_inspect
0.06,80.0,60.41134751773052,59.13475177304966,-1.2765957446808613,no_inspect,no_inspect
0.06,82.5,60.25177304964541,59.13475177304966,-1.1170212765957501,no_inspect,no_inspect
0.06,85.0,60.0921985815603,59.13475177304966,-0.9574468085106389,no_inspect,no_inspect
0.06,87.5,59.932624113475185,59.13475177304966,-0.7978723404255277,no_inspect,no_inspect
0.06,90.0,59.773049645390074,59.13475177304966,-0.6382978723404165,no_inspect,no_inspect
0.06,92.5,59.61347517730499,59.13475177304966,-0.47872340425533366,no_inspect,no_inspect
0.06,95.0,59.45390070921988,59.13475177304966,-0.31914893617022244,no_inspect,no_inspect
0.06,97.5,59.29432624113477,59.13475177304966,-0.15957446808511122,no_inspect,no_inspect
0.06,100.0,59.13475177304966,59.13475177304966,0.0,tie,tie
0.065,0.0,65.41532976827096,58.998217468805734,-6.417112299465231,no_inspect,no_inspect
0.065,2.5,65.2415329768271,58.998217468805734,-6.243315508021368,no_inspect,no_inspect
0.065,5.0,65.06773618538327,58.998217468805734,-6.069518716577534,no_inspect,no_inspect
0.065,7.5,64.8939393939394,58.998217468805734,-5.895721925133671,no_inspect,no_inspect
0.065,10.0,64.72014260249557,58.998217468805734,-5.721925133689837,no_inspect,no_inspect
0.065,12.5,64.54634581105171,58.998217468805734,-5.548128342245974,no_inspect,no_inspect
0.065,15.0,64.37254901960787,58.998217468805734,-5.37433155080214,no_inspect,no_inspect
0.065,17.5,64.19875222816401,58.998217468805734,-5.200534759358277,no_inspect,no_inspect
0.065,20.0,64.02495543672018,58.998217468805734,-5.026737967914443,no_inspect,no_inspect
0.065,22.5,63.851158645276314,58.998217468805734,-4.85294117647058,no_inspect,no_inspect
0.065,25.0,63.67736185383245,58.998217468805734,-4.679144385026717,no_inspect,no_inspect
0.065,27.5,63.50356506238862,58.998217468805734,-4.505347593582883,no_inspect,no_inspect
0.065,30.0,63.329768270944754,58.998217468805734,-4.33155080213902,no_inspect,no_inspect
0.065,32.5,63.15597147950092,58.998217468805734,-4.157754010695186,no_inspect,no_inspect
0.065,35.0,62.98217468805706,58.998217468805734,-3.983957219251323,no_inspect,no_inspect
0.065,37.5,62.80837789661322,58.998217468805734,-3.8101604278074888,no_inspect,no_inspect
0.065,40.0,62.63458110516936,58.998217468805734,-3.636363636363626,no_inspect,no_inspect
0.065,42.5,62.460784313725526,58.998217468805734,-3.4625668449197917,no_inspect,no_inspect
0.065,45.0,62.28698752228166,58.998217468805734,-3.288770053475929,no_inspect,no_inspect
0.065,47.5,62.1131907308378,58.998217468805734,-3.1149732620320663,no_inspect,no_inspect
0.065,50.0,61.939393939393966,58.998217468805734,-2.941176470588232,no_inspect,no_inspect
0.065,52.5,61.7655971479501,58.998217468805734,-2.767379679144369,no_inspect,no_inspect
0.065,55.0,61.59180035650627,58.998217468805734,-2.593582887700535,no_inspect,no_inspect
0.065,57.5,61.418003565062406,58.998217468805734,-2.419786096256672,no_inspect,no_inspect
0.065,60.0,61.24420677361857,58.998217468805734,-2.245989304812838,no_inspect,no_inspect
0.065,62.5,61.07040998217471,58.998217468805734,-2.072192513368975,no_inspect,no_inspect
0.065,65.0,60.896613190730875,58.998217468805734,-1.8983957219251408,no_inspect,no_inspect
0.065,67.5,60.72281639928701,58.998217468805734,-1.724598930481278,no_inspect,no_inspect
0.065,70.0,60.54901960784315,58.998217468805734,-1.5508021390374154,no_inspect,no_inspect
0.065,72.5,60.375222816399315,58.998217468805734,-1.377005347593581,no_inspect,no_inspect
0.065,75.0,60.20142602495545,58.998217468805734,-1.2032085561497183,no_inspect,no_inspect
0.065,77.5,60.02762923351162,58.998217468805734,-1.029411764705884,no_inspect,no_inspect
0.065,80.0,59.853832442067755,58.998217468805734,-0.8556149732620213,no_inspect,no_inspect
0.065,82.5,59.68003565062392,58.998217468805734,-0.681818181818187,no_inspect,no_inspect
0.065,85.0,59.50623885918006,58.998217468805734,-0.5080213903743243,no_inspect,no_inspect
0.065,87.5,59.332442067736224,58.998217468805734,-0.33422459893048995,no_inspect,no_inspect
0.065,90.0,59.15864527629236,58.998217468805734,-0.16042780748662722,no_inspect,no_inspect
0.065,92.5,58.9848484848485,58.998217468805734,0.013368983957235514,inspect,inspect
0.065,95.0,58.811051693404664,58.998217468805734,0.18716577540106982,inspect,inspect
0.065,97.5,58.6372549019608,58.998217468805734,0.36096256684493255,inspect,inspect
0.065,100.0,58.46345811051697,58.998217468805734,0.5347593582887669,inspect,inspect
0.07,0.0,65.31182795698928,58.860215053763454,-6.451612903225822,no_inspect,no_inspect
0.07,2.5,65.12365591397852,58.860215053763454,-6.26344086021507,no_inspect,no_inspect
0.07,5.0,64.93548387096777,58.860215053763454,-6.075268817204318,no_inspect,no_inspect
0.07,7.5,64.74731182795702,58.860215053763454,-5.887096774193566,no_inspect,no_inspect
0.07,10.0,64.55913978494624,58.860215053763454,-5.698924731182785,no_inspect,no_inspect
0.07,12.5,64.37096774193549,58.860215053763454,-5.510752688172033,no_inspect,no_inspect
0.07,15.0,64.18279569892474,58.860215053763454,-5.322580645161281,no_inspect,no_inspect
0.07,17.5,63.99462365591398,58.860215053763454,-5.134408602150529,no_inspect,no_inspect
0.07,20.0,63.80645161290323,58.860215053763454,-4.946236559139777,no_inspect,no_inspect
0.07,22.5,63.61827956989248,58.860215053763454,-4.758064516129025,no_inspect,no_inspect
0.07,25.0,63.43010752688173,58.860215053763454,-4.569892473118273,no_inspect,no_inspect
0.07,27.5,63.241935483870975,58.860215053763454,-4.381720430107521,no_inspect,no_inspect
0.07,30.0,63.05376344086022,58.860215053763454,-4.193548387096769,no_inspect,no_inspect
0.07,32.5,62.86559139784947,58.860215053763454,-4.005376344086017,no_inspect,no_inspect
0.07,35.0,62.67741935483872,58.860215053763454,-3.8172043010752645,no_inspect,no_inspect
0.07,37.5,62.48924731182797,58.860215053763454,-3.6290322580645125,no_inspect,no_inspect
0.07,40.0,62.301075268817215,58.860215053763454,-3.4408602150537604,no_inspect,no_inspect
0.07,42.5,62.11290322580646,58.860215053763454,-3.2526881720430083,no_inspect,no_inspect
0.07,45.0,61.92473118279571,58.860215053763454,-3.0645161290322562,no_inspect,no_inspect
0.07,47.5,61.73655913978496,58.860215053763454,-2.876344086021504,no_inspect,no_inspect
0.07,50.0,61.548387096774206,58.860215053763454,-2.688172043010752,no_inspect,no_inspect
0.07,52.5,61.360215053763454,58.860215053763454,-2.5,no_inspect,no_inspect
0.07,55.0,61.1720430107527,58.860215053763454,-2.311827956989248,no_inspect,no_inspect
0.07,57.5,60.98387096774195,58.860215053763454,-2.123655913978496,no_inspect,no_inspect
0.07,60.0,60.7956989247312,58.860215053763454,-1.9354838709677438,no_inspect,no_inspect
0.07,62.5,60.607526881720446,58.860215053763454,-1.7473118279569917,no_inspect,no_inspect
0.07,65.0,60.419354838709694,58.860215053763454,-1.5591397849462396,no_inspect,no_inspect
0.07,67.5,60.23118279569894,58.860215053763454,-1.3709677419354875,no_inspect,no_inspect
0.07,70.0,60.04301075268819,58.860215053763454,-1.1827956989247355,no_inspect,no_inspect
0.07,72.5,59.85483870967744,58.860215053763454,-0.9946236559139834,no_inspect,no_inspect
0.07,75.0,59.666666666666686,58.860215053763454,-0.8064516129032313,no_inspect,no_inspect
0.07,77.5,59.47849462365593,58.860215053763454,-0.6182795698924792,no_inspect,no_inspect
0.07,80.0,59.29032258064518,58.860215053763454,-0.43010752688172715,no_inspect,no_inspect
0.07,82.5,59.10215053763443,58.860215053763454,-0.24193548387097508,no_inspect,no_inspect
0.07,85.0,58.91397849462368,58.860215053763454,-0.053763440860223,no_inspect,no_inspect
0.07,87.5,58.725806451612925,58.860215053763454,0.13440860215052908,inspect,inspect
0.07,90.0,58.53763440860217,58.860215053763454,0.32258064516128115,inspect,inspect
0.07,92.5,58.34946236559142,58.860215053763454,0.5107526881720332,inspect,inspect
0.07,95.0,58.16129032258067,58.860215053763454,0.6989247311827853,inspect,inspect
0.07,97.5,57.97311827956992,58.860215053763454,0.8870967741935374,inspect,inspect
0.07,100.0,57.784946236559165,58.860215053763454,1.0752688172042895,inspect,inspect
0.07500000000000001,0.0,65.20720720720723,58.72072072072075,-6.486486486486484,no_inspect,no_inspect
0.07500000000000001,2.5,65.00450450450452,58.72072072072075,-6.283783783783775,no_inspect,no_inspect
0.07500000000000001,5.0,64.80180180180182,58.72072072072075,-6.0810810810810665,no_inspect,no_inspect
0.07500000000000001,7.5,64.5990990990991,58.72072072072075,-5.878378378378358,no_inspect,no_inspect
0.07500000000000001,10.0,64.39639639639643,58.72072072072075,-5.675675675675677,no_inspect,no_inspect
0.07500000000000001,12.5,64.19369369369372,58.72072072072075,-5.472972972972968,no_inspect,no_inspect
0.07500000000000001,15.0,63.99099099099101,58.72072072072075,-5.2702702702702595,no_inspect,no_inspect
0.07500000000000001,17.5,63.7882882882883,58.72072072072075,-5.067567567567551,no_inspect,no_inspect
0.07500000000000001,20.0,63.58558558558562,58.72072072072075,-4.86486486486487,no_inspect,no_inspect
0.07500000000000001,22.5,63.38288288288291,58.72072072072075,-4.662162162162161,no_inspect,no_inspect
0.07500000000000001,25.0,63.1801801801802,58.72072072072075,-4.4594594594594525,no_inspect,no_inspect
0.07500000000000001,27.5,62.97747747747749,58.72072072072075,-4.256756756756744,no_inspect,no_inspect
0.07500000000000001,30.0,62.774774774774784,58.72072072072075,-4.054054054054035,no_inspect,no_inspect
0.07500000000000001,32.5,62.5720720720721,58.72072072072075,-3.8513513513513544,no_inspect,no_inspect
0.07500000000000001,35.0,62.369369369369394,58.72072072072075,-3.6486486486486456,no_inspect,no_inspect
0.07500000000000001,37.5,62.166666666666686,58.72072072072075,-3.4459459459459367,no_inspect,no_inspect
0.07500000000000001,40.0,61.96396396396398,58.72072072072075,-3.243243243243228,no_inspect,no_inspect
0.07500000000000001,42.5,61.761261261261296,58.72072072072075,-3.0405405405405475,no_inspect,no_inspect
0.07500000000000001,45.0,61.55855855855859,58.72072072072075,-2.8378378378378386,no_inspect,no_inspect
